1	;7.17604	;20.3529	;31.9023	;37.044	;41.8209	;8.62968
56	;6.3317	;9.00851	;5.20322	;3.19163	;2.58344	;1.64227
57	;6.3317	;9.00851	;5.20322	;3.19163	;2.58344	;1.64227
58	;6.3317	;9.00851	;5.20322	;3.19163	;2.58344	;1.64227
59	;6.3317	;9.00851	;5.20322	;3.19163	;2.58344	;1.64227
60	;6.3317	;9.00851	;5.20322	;3.19163	;2.58344	;1.64227
61	;6.49095	;9.02495	;4.8142	;3.46943	;2.17413	;1.62076
62	;6.49095	;9.02495	;4.8142	;3.46943	;2.17413	;1.62076
63	;6.49095	;9.02495	;4.8142	;3.46943	;2.17413	;1.62076
64	;6.49095	;9.02495	;4.8142	;3.46943	;2.17413	;1.62076
65	;6.49095	;9.02495	;4.8142	;3.46943	;2.17413	;1.62076
66	;6.49095	;9.02495	;4.8142	;3.46943	;2.17413	;1.62076
67	;6.49095	;9.02495	;4.8142	;3.46943	;2.17413	;1.62076
68	;6.49095	;9.02495	;4.8142	;3.46943	;2.17413	;1.62076
69	;6.49095	;9.02495	;4.8142	;3.46943	;2.17413	;1.62076
70	;6.49095	;9.02495	;4.8142	;3.46943	;2.17413	;1.62076
71	;6.49095	;9.02495	;4.8142	;3.46943	;2.17413	;1.62076
72	;6.49095	;9.02495	;4.8142	;3.46943	;2.17413	;1.62076
73	;6.49095	;9.02495	;4.8142	;3.46943	;2.17413	;1.62076
74	;6.49095	;9.02495	;4.8142	;3.46943	;2.17413	;1.62076
75	;6.49095	;9.02495	;4.8142	;3.46943	;2.17413	;1.62076
76	;6.49095	;9.02495	;4.8142	;3.46943	;2.17413	;1.62076
77	;6.49095	;9.02495	;4.8142	;3.46943	;2.17413	;1.62076
78	;6.49095	;9.02495	;4.8142	;3.46943	;2.17413	;1.62076
79	;6.49095	;9.02495	;4.8142	;3.46943	;2.17413	;1.62076
80	;6.49095	;9.02495	;4.8142	;3.46943	;2.17413	;1.62076
81	;6.49095	;9.02495	;4.8142	;3.46943	;2.17413	;1.62076
82	;6.49095	;9.02495	;4.8142	;3.46943	;2.17413	;1.62076
83	;6.49095	;9.02495	;4.8142	;3.46943	;2.17413	;1.62076
84	;6.49095	;9.02495	;4.8142	;3.46943	;2.17413	;1.62076
85	;6.49095	;9.02495	;4.8142	;3.46943	;2.17413	;1.62076
86	;6.49095	;9.02495	;4.8142	;3.46943	;2.17413	;1.62076
87	;6.49095	;9.02495	;4.8142	;3.46943	;2.17413	;1.62076
88	;6.49386	;8.81541	;4.99992	;3.19185	;2.38655	;1.61538
89	;6.49386	;8.81541	;4.99992	;3.19185	;2.38655	;1.61538
90	;6.49386	;8.81541	;4.99992	;3.19185	;2.38655	;1.61538
91	;6.49386	;8.81541	;4.99992	;3.19185	;2.38655	;1.61538
92	;6.49386	;8.81541	;4.99992	;3.19185	;2.38655	;1.61538
93	;6.49386	;8.81541	;4.99992	;3.19185	;2.38655	;1.61538
94	;6.49386	;8.81541	;4.99992	;3.19185	;2.38655	;1.61538
95	;6.49386	;8.81541	;4.99992	;3.19185	;2.38655	;1.61538
96	;6.49386	;8.81541	;4.99992	;3.19185	;2.38655	;1.61538
97	;6.49386	;8.81541	;4.99992	;3.19185	;2.38655	;1.61538
98	;6.49386	;8.81541	;4.99992	;3.19185	;2.38655	;1.61538
99	;6.49386	;8.81541	;4.99992	;3.19185	;2.38655	;1.61538
100	;6.49082	;8.8672	;4.85943	;3.218	;2.4457	;1.61498
101	;6.49082	;8.8672	;4.85943	;3.218	;2.4457	;1.61498
102	;6.49082	;8.8672	;4.85943	;3.218	;2.4457	;1.61498
103	;6.49082	;8.8672	;4.85943	;3.218	;2.4457	;1.61498
104	;6.49082	;8.8672	;4.85943	;3.218	;2.4457	;1.61498
105	;6.49082	;8.8672	;4.85943	;3.218	;2.4457	;1.61498
106	;6.49082	;8.8672	;4.85943	;3.218	;2.4457	;1.61498
107	;6.49082	;8.8672	;4.85943	;3.218	;2.4457	;1.61498
108	;6.49082	;8.8672	;4.85943	;3.218	;2.4457	;1.61498
109	;6.49082	;8.8672	;4.85943	;3.218	;2.4457	;1.61498
110	;6.55266	;8.86203	;4.94112	;3.15864	;2.32184	;1.61218
111	;6.55266	;8.86203	;4.94112	;3.15864	;2.32184	;1.61218
112	;6.55266	;8.86203	;4.94112	;3.15864	;2.32184	;1.61218
113	;6.55266	;8.86203	;4.94112	;3.15864	;2.32184	;1.61218
114	;6.55266	;8.86203	;4.94112	;3.15864	;2.32184	;1.61218
115	;6.55266	;8.86203	;4.94112	;3.15864	;2.32184	;1.61218
116	;6.55266	;8.86203	;4.94112	;3.15864	;2.32184	;1.61218
117	;6.55266	;8.86203	;4.94112	;3.15864	;2.32184	;1.61218
118	;6.55266	;8.86203	;4.94112	;3.15864	;2.32184	;1.61218
119	;6.55266	;8.86203	;4.94112	;3.15864	;2.32184	;1.61218
120	;6.55266	;8.86203	;4.94112	;3.15864	;2.32184	;1.61218
121	;6.55266	;8.86203	;4.94112	;3.15864	;2.32184	;1.61218
122	;6.55266	;8.86203	;4.94112	;3.15864	;2.32184	;1.61218
123	;6.55266	;8.86203	;4.94112	;3.15864	;2.32184	;1.61218
124	;6.55266	;8.86203	;4.94112	;3.15864	;2.32184	;1.61218
125	;6.55266	;8.86203	;4.94112	;3.15864	;2.32184	;1.61218
126	;6.55266	;8.86203	;4.94112	;3.15864	;2.32184	;1.61218
127	;6.55266	;8.86203	;4.94112	;3.15864	;2.32184	;1.61218
128	;6.55266	;8.86203	;4.94112	;3.15864	;2.32184	;1.61218
129	;6.52695	;8.81848	;4.94304	;3.19159	;2.32157	;1.61002
130	;6.52695	;8.81848	;4.94304	;3.19159	;2.32157	;1.61002
131	;6.52695	;8.81848	;4.94304	;3.19159	;2.32157	;1.61002
132	;6.52695	;8.81848	;4.94304	;3.19159	;2.32157	;1.61002
133	;6.52695	;8.81848	;4.94304	;3.19159	;2.32157	;1.61002
134	;6.52695	;8.81848	;4.94304	;3.19159	;2.32157	;1.61002
135	;6.52695	;8.81848	;4.94304	;3.19159	;2.32157	;1.61002
136	;6.52695	;8.81848	;4.94304	;3.19159	;2.32157	;1.61002
137	;6.52695	;8.81848	;4.94304	;3.19159	;2.32157	;1.61002
138	;6.52695	;8.81848	;4.94304	;3.19159	;2.32157	;1.61002
139	;6.52695	;8.81848	;4.94304	;3.19159	;2.32157	;1.61002
140	;6.52695	;8.81848	;4.94304	;3.19159	;2.32157	;1.61002
141	;6.52695	;8.81848	;4.94304	;3.19159	;2.32157	;1.61002
142	;6.52695	;8.81848	;4.94304	;3.19159	;2.32157	;1.61002
143	;6.52695	;8.81848	;4.94304	;3.19159	;2.32157	;1.61002
144	;6.52695	;8.81848	;4.94304	;3.19159	;2.32157	;1.61002
145	;6.52695	;8.81848	;4.94304	;3.19159	;2.32157	;1.61002
146	;6.52695	;8.81848	;4.94304	;3.19159	;2.32157	;1.61002
147	;6.52695	;8.81848	;4.94304	;3.19159	;2.32157	;1.61002
148	;6.52695	;8.81848	;4.94304	;3.19159	;2.32157	;1.61002
149	;6.52695	;8.81848	;4.94304	;3.19159	;2.32157	;1.61002
150	;6.52695	;8.81848	;4.94304	;3.19159	;2.32157	;1.61002

1	;33.785	;8.21664	;11.4981	;21.7216	;6.49143	;5.09887
2	;16.4871	;35.8078	;9.91063	;1.91012	;5.01859	;4.31398
3	;9.07885	;33.2779	;9.39653	;6.37933	;10.5102	;4.28331
4	;9.07885	;33.2779	;9.39653	;6.37933	;10.5102	;4.28331
5	;8.42382	;33.9813	;3.09357	;5.99957	;6.69534	;3.63128
6	;8.5318	;34.0635	;3.12105	;5.70005	;5.70025	;3.56408
7	;6.22135	;33.3518	;6.4983	;2.19824	;6.65955	;3.42758
8	;7.01605	;33.4247	;4.14544	;3.15499	;4.82652	;3.28022
9	;5.18756	;31.06	;6.00015	;2.79581	;2.07164	;2.93999
10	;5.18756	;31.06	;6.00015	;2.79581	;2.07164	;2.93999
11	;5.26732	;25.9872	;6.51378	;4.0789	;3.34439	;2.81996
12	;7.82289	;22.9913	;6.75114	;4.0626	;3.43993	;2.81223
13	;7.57041	;17.0967	;6.80781	;3.96731	;4.84584	;2.51398
14	;6.53188	;11.817	;5.55349	;4.0549	;4.09118	;1.99983
15	;5.65294	;8.06662	;7.458	;4.53811	;5.15834	;1.92654
16	;6.50066	;8.6165	;5.67382	;4.40627	;5.30338	;1.90324
17	;6.42814	;8.78539	;5.50541	;3.93251	;4.86472	;1.84181
18	;7.03543	;8.26287	;4.91895	;2.84015	;4.8005	;1.73833
19	;6.97466	;8.69179	;4.91962	;3.37898	;3.41574	;1.70856
20	;6.77142	;8.86611	;5.29817	;3.34377	;2.74337	;1.68623
21	;6.72104	;9.28099	;5.28509	;2.83215	;2.61756	;1.66838
22	;5.84299	;9.36674	;4.92933	;3.45098	;2.56134	;1.63185
23	;6.10865	;9.51188	;4.77876	;3.18369	;2.40603	;1.62171
24	;6.10865	;9.51188	;4.77876	;3.18369	;2.40603	;1.62171
25	;6.10865	;9.51188	;4.77876	;3.18369	;2.40603	;1.62171
26	;6.10865	;9.51188	;4.77876	;3.18369	;2.40603	;1.62171
27	;6.10865	;9.51188	;4.77876	;3.18369	;2.40603	;1.62171
28	;6.10865	;9.51188	;4.77876	;3.18369	;2.40603	;1.62171
29	;6.10865	;9.51188	;4.77876	;3.18369	;2.40603	;1.62171
30	;6.10865	;9.51188	;4.77876	;3.18369	;2.40603	;1.62171
31	;6.10865	;9.51188	;4.77876	;3.18369	;2.40603	;1.62171
32	;6.10865	;9.51188	;4.77876	;3.18369	;2.40603	;1.62171
33	;6.10865	;9.51188	;4.77876	;3.18369	;2.40603	;1.62171
34	;6.10865	;9.51188	;4.77876	;3.18369	;2.40603	;1.62171
35	;6.10865	;9.51188	;4.77876	;3.18369	;2.40603	;1.62171
36	;6.11032	;9.48552	;4.71086	;3.1621	;2.43788	;1.61658
37	;6.11032	;9.48552	;4.71086	;3.1621	;2.43788	;1.61658
38	;6.11032	;9.48552	;4.71086	;3.1621	;2.43788	;1.61658
39	;6.11032	;9.48552	;4.71086	;3.1621	;2.43788	;1.61658
40	;6.11032	;9.48552	;4.71086	;3.1621	;2.43788	;1.61658
41	;6.11032	;9.48552	;4.71086	;3.1621	;2.43788	;1.61658
42	;6.11032	;9.48552	;4.71086	;3.1621	;2.43788	;1.61658
43	;6.11032	;9.48552	;4.71086	;3.1621	;2.43788	;1.61658
44	;6.11032	;9.48552	;4.71086	;3.1621	;2.43788	;1.61658
45	;6.11032	;9.48552	;4.71086	;3.1621	;2.43788	;1.61658
46	;6.11032	;9.48552	;4.71086	;3.1621	;2.43788	;1.61658
47	;6.11032	;9.48552	;4.71086	;3.1621	;2.43788	;1.61658
48	;6.11032	;9.48552	;4.71086	;3.1621	;2.43788	;1.61658
49	;6.11032	;9.48552	;4.71086	;3.1621	;2.43788	;1.61658
50	;6.11032	;9.48552	;4.71086	;3.1621	;2.43788	;1.61658
51	;6.11032	;9.48552	;4.71086	;3.1621	;2.43788	;1.61658
52	;6.11032	;9.48552	;4.71086	;3.1621	;2.43788	;1.61658
53	;6.50939	;9.24305	;4.77319	;2.87797	;2.45334	;1.61347
54	;6.50939	;9.24305	;4.77319	;2.87797	;2.45334	;1.61347
55	;6.50939	;9.24305	;4.77319	;2.87797	;2.45334	;1.61347
56	;6.50939	;9.24305	;4.77319	;2.87797	;2.45334	;1.61347
57	;6.50939	;9.24305	;4.77319	;2.87797	;2.45334	;1.61347
58	;6.50939	;9.24305	;4.77319	;2.87797	;2.45334	;1.61347
59	;6.50939	;9.24305	;4.77319	;2.87797	;2.45334	;1.61347
60	;6.50939	;9.24305	;4.77319	;2.87797	;2.45334	;1.61347
61	;6.50939	;9.24305	;4.77319	;2.87797	;2.45334	;1.61347
62	;6.50939	;9.24305	;4.77319	;2.87797	;2.45334	;1.61347
63	;6.50939	;9.24305	;4.77319	;2.87797	;2.45334	;1.61347
64	;6.50939	;9.24305	;4.77319	;2.87797	;2.45334	;1.61347
65	;6.50939	;9.24305	;4.77319	;2.87797	;2.45334	;1.61347
66	;6.50939	;9.24305	;4.77319	;2.87797	;2.45334	;1.61347
67	;6.50939	;9.24305	;4.77319	;2.87797	;2.45334	;1.61347
68	;6.50939	;9.24305	;4.77319	;2.87797	;2.45334	;1.61347
69	;6.50939	;9.24305	;4.77319	;2.87797	;2.45334	;1.61347
70	;6.50939	;9.24305	;4.77319	;2.87797	;2.45334	;1.61347
71	;6.50939	;9.24305	;4.77319	;2.87797	;2.45334	;1.61347
72	;6.50939	;9.24305	;4.77319	;2.87797	;2.45334	;1.61347
73	;6.50939	;9.24305	;4.77319	;2.87797	;2.45334	;1.61347
74	;6.50939	;9.24305	;4.77319	;2.87797	;2.45334	;1.61347
75	;6.50939	;9.24305	;4.77319	;2.87797	;2.45334	;1.61347
76	;6.50939	;9.24305	;4.77319	;2.87797	;2.45334	;1.61347
77	;6.50939	;9.24305	;4.77319	;2.87797	;2.45334	;1.61347
78	;6.50939	;9.24305	;4.77319	;2.87797	;2.45334	;1.61347
79	;6.50939	;9.24305	;4.77319	;2.87797	;2.45334	;1.61347
80	;6.50939	;9.24305	;4.77319	;2.87797	;2.45334	;1.61347
81	;6.50939	;9.24305	;4.77319	;2.87797	;2.45334	;1.61347
82	;6.50939	;9.24305	;4.77319	;2.87797	;2.45334	;1.61347
83	;6.50939	;9.24305	;4.77319	;2.87797	;2.45334	;1.61347
84	;6.50939	;9.24305	;4.77319	;2.87797	;2.45334	;1.61347
85	;6.54633	;9.07221	;4.94061	;3.01891	;2.23747	;1.61089
86	;6.54633	;9.07221	;4.94061	;3.01891	;2.23747	;1.61089
87	;6.54633	;9.07221	;4.94061	;3.01891	;2.23747	;1.61089
88	;6.54633	;9.07221	;4.94061	;3.01891	;2.23747	;1.61089
89	;6.54633	;9.07221	;4.94061	;3.01891	;2.23747	;1.61089
90	;6.54633	;9.07221	;4.94061	;3.01891	;2.23747	;1.61089
91	;6.54633	;9.07221	;4.94061	;3.01891	;2.23747	;1.61089
92	;6.54633	;9.07221	;4.94061	;3.01891	;2.23747	;1.61089
93	;6.54633	;9.07221	;4.94061	;3.01891	;2.23747	;1.61089
94	;6.54633	;9.07221	;4.94061	;3.01891	;2.23747	;1.61089
95	;6.54633	;9.07221	;4.94061	;3.01891	;2.23747	;1.61089
96	;6.54633	;9.07221	;4.94061	;3.01891	;2.23747	;1.61089
97	;6.54633	;9.07221	;4.94061	;3.01891	;2.23747	;1.61089
98	;6.54633	;9.07221	;4.94061	;3.01891	;2.23747	;1.61089
99	;6.54633	;9.07221	;4.94061	;3.01891	;2.23747	;1.61089
100	;6.54633	;9.07221	;4.94061	;3.01891	;2.23747	;1.61089
101	;6.54633	;9.07221	;4.94061	;3.01891	;2.23747	;1.61089
102	;6.54633	;9.07221	;4.94061	;3.01891	;2.23747	;1.61089
103	;6.54633	;9.07221	;4.94061	;3.01891	;2.23747	;1.61089
104	;6.54633	;9.07221	;4.94061	;3.01891	;2.23747	;1.61089
105	;6.54633	;9.07221	;4.94061	;3.01891	;2.23747	;1.61089
106	;6.54633	;9.07221	;4.94061	;3.01891	;2.23747	;1.61089
107	;6.54633	;9.07221	;4.94061	;3.01891	;2.23747	;1.61089
108	;6.54633	;9.07221	;4.94061	;3.01891	;2.23747	;1.61089
109	;6.54633	;9.07221	;4.94061	;3.01891	;2.23747	;1.61089
110	;6.54633	;9.07221	;4.94061	;3.01891	;2.23747	;1.61089
111	;6.54633	;9.07221	;4.94061	;3.01891	;2.23747	;1.61089
112	;6.54633	;9.07221	;4.94061	;3.01891	;2.23747	;1.61089
113	;6.54633	;9.07221	;4.94061	;3.01891	;2.23747	;1.61089
114	;6.54633	;9.07221	;4.94061	;3.01891	;2.23747	;1.61089
115	;6.54633	;9.07221	;4.94061	;3.01891	;2.23747	;1.61089
116	;6.54633	;9.07221	;4.94061	;3.01891	;2.23747	;1.61089
117	;6.54633	;9.07221	;4.94061	;3.01891	;2.23747	;1.61089
118	;6.54633	;9.07221	;4.94061	;3.01891	;2.23747	;1.61089
119	;6.54633	;9.07221	;4.94061	;3.01891	;2.23747	;1.61089
120	;6.54633	;9.07221	;4.94061	;3.01891	;2.23747	;1.61089
121	;6.54633	;9.07221	;4.94061	;3.01891	;2.23747	;1.61089
122	;6.54633	;9.07221	;4.94061	;3.01891	;2.23747	;1.61089
123	;6.54633	;9.07221	;4.94061	;3.01891	;2.23747	;1.61089
124	;6.54633	;9.07221	;4.94061	;3.01891	;2.23747	;1.61089
125	;6.54633	;9.07221	;4.94061	;3.01891	;2.23747	;1.61089
126	;6.54633	;9.07221	;4.94061	;3.01891	;2.23747	;1.61089
127	;6.54633	;9.07221	;4.94061	;3.01891	;2.23747	;1.61089
128	;6.54633	;9.07221	;4.94061	;3.01891	;2.23747	;1.61089
129	;6.54633	;9.07221	;4.94061	;3.01891	;2.23747	;1.61089
130	;6.54633	;9.07221	;4.94061	;3.01891	;2.23747	;1.61089
131	;6.54633	;9.07221	;4.94061	;3.01891	;2.23747	;1.61089
132	;6.54633	;9.07221	;4.94061	;3.01891	;2.23747	;1.61089
133	;6.54633	;9.07221	;4.94061	;3.01891	;2.23747	;1.61089
134	;6.54633	;9.07221	;4.94061	;3.01891	;2.23747	;1.61089
135	;6.54633	;9.07221	;4.94061	;3.01891	;2.23747	;1.61089
136	;6.54633	;9.07221	;4.94061	;3.01891	;2.23747	;1.61089
137	;6.54633	;9.07221	;4.94061	;3.01891	;2.23747	;1.61089
138	;6.54633	;9.07221	;4.94061	;3.01891	;2.23747	;1.61089
139	;6.54633	;9.07221	;4.94061	;3.01891	;2.23747	;1.61089
140	;6.54633	;9.07221	;4.94061	;3.01891	;2.23747	;1.61089
141	;6.54633	;9.07221	;4.94061	;3.01891	;2.23747	;1.61089
142	;6.54633	;9.07221	;4.94061	;3.01891	;2.23747	;1.61089
143	;6.54633	;9.07221	;4.94061	;3.01891	;2.23747	;1.61089
144	;6.54633	;9.07221	;4.94061	;3.01891	;2.23747	;1.61089
145	;6.54633	;9.07221	;4.94061	;3.01891	;2.23747	;1.61089
146	;6.54633	;9.07221	;4.94061	;3.01891	;2.23747	;1.61089
147	;6.54633	;9.07221	;4.94061	;3.01891	;2.23747	;1.61089
148	;6.54633	;9.07221	;4.94061	;3.01891	;2.23747	;1.61089
149	;6.54633	;9.07221	;4.94061	;3.01891	;2.23747	;1.61089
150	;6.54633	;9.07221	;4.94061	;3.01891	;2.23747	;1.61089

1	;9.74312	;9.4935	;11.4555	;24.6404	;39.4791	;5.91625
2	;10.2372	;7.06962	;7.74505	;28.0426	;38.1131	;5.69135
3	;10.2372	;7.06962	;7.74505	;28.0426	;38.1131	;5.69135
4	;19.3484	;12.5336	;3.5422	;7.11402	;9.43114	;3.24289
5	;20.3172	;12.0934	;4.52643	;5.47105	;9.26373	;3.22432
6	;20.3172	;12.0934	;4.52643	;5.47105	;9.26373	;3.22432
7	;20.8629	;11.5277	;5.02922	;5.8559	;2.72789	;2.87063
8	;20.7632	;7.97981	;5.34641	;5.63959	;5.70518	;2.83509
9	;20.5009	;8.90362	;4.14743	;4.68226	;4.59454	;2.67252
10	;19.4687	;8.09995	;3.96443	;3.90749	;3.53825	;2.43228
11	;19.4687	;8.09995	;3.96443	;3.90749	;3.53825	;2.43228
12	;19.554	;8.25599	;4.1886	;3.73904	;3.17441	;2.42811
13	;19.4834	;8.12892	;4.0988	;3.8178	;3.36809	;2.42718
14	;14.745	;7.55713	;5.39661	;2.92153	;5.03577	;2.22494
15	;10.356	;8.0301	;5.29322	;3.98	;5.0316	;2.03991
16	;6.99099	;7.98161	;5.43892	;3.82236	;4.53579	;1.79523
17	;6.99099	;7.98161	;5.43892	;3.82236	;4.53579	;1.79523
18	;6.49975	;8.06301	;4.79375	;4.18471	;4.26257	;1.73496
19	;6.49975	;8.06301	;4.79375	;4.18471	;4.26257	;1.73496
20	;6.49975	;8.06301	;4.79375	;4.18471	;4.26257	;1.73496
21	;6.2416	;8.22988	;4.99368	;3.95243	;3.71447	;1.69304
22	;6.2416	;8.22988	;4.99368	;3.95243	;3.71447	;1.69304
23	;6.2416	;8.22988	;4.99368	;3.95243	;3.71447	;1.69304
24	;6.2416	;8.22988	;4.99368	;3.95243	;3.71447	;1.69304
25	;6.18493	;8.17935	;5.35992	;3.82874	;3.53839	;1.6905
26	;6.25517	;8.14141	;5.31087	;3.75096	;3.55297	;1.68551
27	;6.23111	;8.12737	;5.28483	;3.72424	;3.59863	;1.68269
28	;6.23923	;8.12185	;5.28127	;3.74344	;3.57913	;1.68261
29	;6.23923	;8.12185	;5.28127	;3.74344	;3.57913	;1.68261
30	;6.19326	;8.52008	;5.28723	;3.73703	;3.12373	;1.67615
31	;6.13712	;8.92339	;5.51176	;3.11822	;2.35815	;1.62543
32	;6.13712	;8.92339	;5.51176	;3.11822	;2.35815	;1.62543
33	;6.13712	;8.92339	;5.51176	;3.11822	;2.35815	;1.62543
34	;6.13712	;8.92339	;5.51176	;3.11822	;2.35815	;1.62543
35	;6.1368	;8.92621	;5.50168	;3.08275	;2.35104	;1.62231
36	;6.1368	;8.92621	;5.50168	;3.08275	;2.35104	;1.62231
37	;6.1394	;8.92077	;5.49999	;3.08763	;2.33424	;1.62128
38	;6.1394	;8.92077	;5.49999	;3.08763	;2.33424	;1.62128
39	;6.1394	;8.92077	;5.49999	;3.08763	;2.33424	;1.62128
40	;6.1394	;8.92077	;5.49999	;3.08763	;2.33424	;1.62128
41	;6.1355	;8.9239	;5.50208	;3.0957	;2.3216	;1.62108
42	;6.1355	;8.9239	;5.50208	;3.0957	;2.3216	;1.62108
43	;6.62299	;8.90476	;4.86859	;2.98815	;2.55216	;1.61845
44	;6.72907	;8.92164	;4.90959	;2.99439	;2.34896	;1.61639
45	;6.72907	;8.92164	;4.90959	;2.99439	;2.34896	;1.61639
46	;6.73122	;8.92243	;4.90114	;2.98713	;2.3383	;1.61493
47	;6.7307	;8.92515	;4.89844	;2.97986	;2.32909	;1.61387
48	;6.7307	;8.92515	;4.89844	;2.97986	;2.32909	;1.61387
49	;6.57126	;8.8911	;4.90043	;3.08292	;2.3944	;1.61242
50	;6.57126	;8.8911	;4.90043	;3.08292	;2.3944	;1.61242
51	;6.55197	;8.90248	;4.90087	;3.08411	;2.3944	;1.61203
52	;6.54681	;8.9065	;4.90186	;3.08037	;2.39137	;1.6116
53	;6.54681	;8.9065	;4.90186	;3.08037	;2.39137	;1.6116
54	;6.55096	;8.91039	;4.89731	;3.07965	;2.37814	;1.61095
55	;6.55096	;8.91039	;4.89731	;3.07965	;2.37814	;1.61095
56	;6.54682	;8.91761	;4.90148	;3.08236	;2.36163	;1.61054
57	;6.54682	;8.91761	;4.90148	;3.08236	;2.36163	;1.61054
58	;6.54109	;8.92486	;4.90089	;3.07177	;2.36085	;1.60989
59	;6.54109	;8.92486	;4.90089	;3.07177	;2.36085	;1.60989
60	;6.54109	;8.92486	;4.90089	;3.07177	;2.36085	;1.60989
61	;6.54109	;8.92486	;4.90089	;3.07177	;2.36085	;1.60989
62	;6.54113	;8.92205	;4.89863	;3.08237	;2.34916	;1.6095
63	;6.53637	;8.92478	;4.90323	;3.08263	;2.33944	;1.60907
64	;6.53637	;8.92478	;4.90323	;3.08263	;2.33944	;1.60907
65	;6.53637	;8.92478	;4.90323	;3.08263	;2.33944	;1.60907
66	;6.53637	;8.92478	;4.90323	;3.08263	;2.33944	;1.60907
67	;6.53637	;8.92478	;4.90323	;3.08263	;2.33944	;1.60907
68	;6.53637	;8.92478	;4.90323	;3.08263	;2.33944	;1.60907
69	;6.53637	;8.92478	;4.90323	;3.08263	;2.33944	;1.60907
70	;6.53637	;8.92478	;4.90323	;3.08263	;2.33944	;1.60907
71	;6.53637	;8.92478	;4.90323	;3.08263	;2.33944	;1.60907
72	;6.53637	;8.92478	;4.90323	;3.08263	;2.33944	;1.60907
73	;6.53637	;8.92478	;4.90323	;3.08263	;2.33944	;1.60907
74	;6.53637	;8.92478	;4.90323	;3.08263	;2.33944	;1.60907
75	;6.53637	;8.92478	;4.90323	;3.08263	;2.33944	;1.60907
76	;6.53629	;8.9248	;4.91385	;3.07997	;2.33148	;1.60907
77	;6.53629	;8.9248	;4.91385	;3.07997	;2.33148	;1.60907
78	;6.53629	;8.9248	;4.91385	;3.07997	;2.33148	;1.60907
79	;6.53629	;8.9248	;4.91385	;3.07997	;2.33148	;1.60907
80	;6.53629	;8.9248	;4.91385	;3.07997	;2.33148	;1.60907
81	;6.53629	;8.9248	;4.91385	;3.07997	;2.33148	;1.60907
82	;6.53629	;8.9248	;4.91385	;3.07997	;2.33148	;1.60907
83	;6.53629	;8.9248	;4.91385	;3.07997	;2.33148	;1.60907
84	;6.53629	;8.9248	;4.91385	;3.07997	;2.33148	;1.60907
85	;6.53629	;8.9248	;4.91385	;3.07997	;2.33148	;1.60907
86	;6.53629	;8.9248	;4.91385	;3.07997	;2.33148	;1.60907
87	;6.53629	;8.9248	;4.91385	;3.07997	;2.33148	;1.60907
88	;6.53629	;8.9248	;4.91385	;3.07997	;2.33148	;1.60907
89	;6.53629	;8.9248	;4.91385	;3.07997	;2.33148	;1.60907
90	;6.53629	;8.9248	;4.91385	;3.07997	;2.33148	;1.60907
91	;6.53629	;8.9248	;4.91385	;3.07997	;2.33148	;1.60907
92	;6.53629	;8.9248	;4.91385	;3.07997	;2.33148	;1.60907
93	;6.53629	;8.9248	;4.91385	;3.07997	;2.33148	;1.60907
94	;6.53629	;8.9248	;4.91385	;3.07997	;2.33148	;1.60907
95	;6.53629	;8.9248	;4.91385	;3.07997	;2.33148	;1.60907
96	;6.53629	;8.9248	;4.91385	;3.07997	;2.33148	;1.60907
97	;6.53629	;8.9248	;4.91385	;3.07997	;2.33148	;1.60907
98	;6.53584	;8.92485	;4.91091	;3.07638	;2.33821	;1.60906
99	;6.53584	;8.92485	;4.91091	;3.07638	;2.33821	;1.60906
100	;6.53584	;8.92485	;4.91091	;3.07638	;2.33821	;1.60906
101	;6.53584	;8.92485	;4.91091	;3.07638	;2.33821	;1.60906
102	;6.53584	;8.92485	;4.91091	;3.07638	;2.33821	;1.60906
103	;6.53584	;8.92485	;4.91091	;3.07638	;2.33821	;1.60906
104	;6.53584	;8.92485	;4.91091	;3.07638	;2.33821	;1.60906
105	;6.53584	;8.92485	;4.91091	;3.07638	;2.33821	;1.60906
106	;6.53584	;8.92485	;4.91091	;3.07638	;2.33821	;1.60906
107	;6.53584	;8.92485	;4.91091	;3.07638	;2.33821	;1.60906
108	;6.53584	;8.92485	;4.91091	;3.07638	;2.33821	;1.60906
109	;6.53584	;8.92485	;4.91091	;3.07638	;2.33821	;1.60906
110	;6.53303	;8.92392	;4.91048	;3.07622	;2.34243	;1.60905
111	;6.53303	;8.92392	;4.91048	;3.07622	;2.34243	;1.60905
112	;6.53303	;8.92392	;4.91048	;3.07622	;2.34243	;1.60905
113	;6.53303	;8.92392	;4.91048	;3.07622	;2.34243	;1.60905
114	;6.53303	;8.92392	;4.91048	;3.07622	;2.34243	;1.60905
115	;6.53303	;8.92392	;4.91048	;3.07622	;2.34243	;1.60905
116	;6.53303	;8.92392	;4.91048	;3.07622	;2.34243	;1.60905
117	;6.53303	;8.92392	;4.91048	;3.07622	;2.34243	;1.60905
118	;6.53303	;8.92392	;4.91048	;3.07622	;2.34243	;1.60905
119	;6.53303	;8.92392	;4.91048	;3.07622	;2.34243	;1.60905
120	;6.53303	;8.92392	;4.91048	;3.07622	;2.34243	;1.60905
121	;6.53303	;8.92392	;4.91048	;3.07622	;2.34243	;1.60905
122	;6.53303	;8.92392	;4.91048	;3.07622	;2.34243	;1.60905
