1	;35.087	;2.60978	;86.9986	;40.2882	;274144
124	;1.29533	;0.590584	;61.9921	;28.3275	;5797.91
125	;1.29533	;0.590584	;61.9921	;28.3275	;5797.91
126	;1.29533	;0.590584	;61.9921	;28.3275	;5797.91
127	;1.29533	;0.590584	;61.9921	;28.3275	;5797.91
128	;1.29533	;0.590584	;61.9921	;28.3275	;5797.91
129	;1.29533	;0.590584	;61.9921	;28.3275	;5797.91
130	;1.29533	;0.590584	;61.9921	;28.3275	;5797.91
131	;1.29533	;0.590584	;61.9921	;28.3275	;5797.91
132	;1.29533	;0.590584	;61.9921	;28.3275	;5797.91
133	;1.29533	;0.590584	;61.9921	;28.3275	;5797.91
134	;1.29533	;0.590584	;61.9921	;28.3275	;5797.91
135	;1.29533	;0.590584	;61.9921	;28.3275	;5797.91
136	;1.29533	;0.590584	;61.9921	;28.3275	;5797.91
137	;1.29533	;0.590584	;61.9921	;28.3275	;5797.91
138	;1.29533	;0.590584	;61.9921	;28.3275	;5797.91
139	;1.29533	;0.590584	;61.9921	;28.3275	;5797.91
140	;1.29533	;0.590584	;61.9921	;28.3275	;5797.91
141	;1.29533	;0.590584	;61.9921	;28.3275	;5797.91
142	;1.29533	;0.590584	;61.9921	;28.3275	;5797.91
143	;1.29533	;0.590584	;61.9921	;28.3275	;5797.91
144	;1.29533	;0.590584	;61.9921	;28.3275	;5797.91
145	;1.29533	;0.590584	;61.9921	;28.3275	;5797.91
146	;1.29533	;0.590584	;61.9921	;28.3275	;5797.91
147	;1.29533	;0.590584	;61.9921	;28.3275	;5797.91
148	;1.29533	;0.590584	;61.9921	;28.3275	;5797.91
149	;1.29533	;0.590584	;61.9921	;28.3275	;5797.91
150	;1.29533	;0.590584	;61.9921	;28.3275	;5797.91

1	;2.65866	;3.4579	;88.2047	;66.8915	;74964.6
2	;4.57193	;4.22108	;59.3604	;53.2682	;57800.2
3	;4.57193	;4.22108	;59.3604	;53.2682	;57800.2
4	;4.57193	;4.22108	;59.3604	;53.2682	;57800.2
5	;6.93203	;2.672	;63.2393	;50.9531	;47872.4
6	;2.59553	;0.771439	;58.8367	;50.7808	;11257.8
7	;2.59553	;0.771439	;58.8367	;50.7808	;11257.8
8	;2.59553	;0.771439	;58.8367	;50.7808	;11257.8
9	;2.59553	;0.771439	;58.8367	;50.7808	;11257.8
10	;2.59553	;0.771439	;58.8367	;50.7808	;11257.8
11	;2.59553	;0.771439	;58.8367	;50.7808	;11257.8
12	;2.78103	;0.641226	;58.7619	;51.2912	;10828.2
13	;2.78103	;0.641226	;58.7619	;51.2912	;10828.2
14	;2.78103	;0.641226	;58.7619	;51.2912	;10828.2
15	;2.78103	;0.641226	;58.7619	;51.2912	;10828.2
16	;2.78103	;0.641226	;58.7619	;51.2912	;10828.2
17	;2.78103	;0.641226	;58.7619	;51.2912	;10828.2
18	;1.33657	;0.661894	;59.9438	;51.3179	;7524.27
19	;1.33657	;0.661894	;59.9438	;51.3179	;7524.27
20	;1.33657	;0.661894	;59.9438	;51.3179	;7524.27
21	;1.33657	;0.661894	;59.9438	;51.3179	;7524.27
22	;1.33657	;0.661894	;59.9438	;51.3179	;7524.27
23	;1.33657	;0.661894	;59.9438	;51.3179	;7524.27
24	;1.33657	;0.661894	;59.9438	;51.3179	;7524.27
25	;1.33657	;0.661894	;59.9438	;51.3179	;7524.27
26	;1.33657	;0.661894	;59.9438	;51.3179	;7524.27
27	;1.33657	;0.661894	;59.9438	;51.3179	;7524.27
28	;1.33657	;0.661894	;59.9438	;51.3179	;7524.27
29	;1.33657	;0.661894	;59.9438	;51.3179	;7524.27
30	;1.33657	;0.661894	;59.9438	;51.3179	;7524.27
31	;1.33657	;0.661894	;59.9438	;51.3179	;7524.27
32	;1.33657	;0.661894	;59.9438	;51.3179	;7524.27
33	;1.33657	;0.661894	;59.9438	;51.3179	;7524.27
34	;1.33657	;0.661894	;59.9438	;51.3179	;7524.27
35	;1.33657	;0.661894	;59.9438	;51.3179	;7524.27
36	;1.26402	;0.628762	;58.9881	;51.5412	;6947.08
37	;1.26402	;0.628762	;58.9881	;51.5412	;6947.08
38	;1.26402	;0.628762	;58.9881	;51.5412	;6947.08
39	;1.26402	;0.628762	;58.9881	;51.5412	;6947.08
40	;1.26402	;0.628762	;58.9881	;51.5412	;6947.08
41	;1.26402	;0.628762	;58.9881	;51.5412	;6947.08
42	;1.26402	;0.628762	;58.9881	;51.5412	;6947.08
43	;1.26402	;0.628762	;58.9881	;51.5412	;6947.08
44	;1.22674	;0.633208	;59.0045	;51.4922	;6894.61
45	;1.22674	;0.633208	;59.0045	;51.4922	;6894.61
46	;1.22674	;0.633208	;59.0045	;51.4922	;6894.61
47	;1.22674	;0.633208	;59.0045	;51.4922	;6894.61
48	;1.22674	;0.633208	;59.0045	;51.4922	;6894.61
49	;1.22674	;0.633208	;59.0045	;51.4922	;6894.61
50	;1.22674	;0.633208	;59.0045	;51.4922	;6894.61
51	;1.15428	;0.614905	;59.0196	;52.1234	;6629.49
52	;1.15428	;0.614905	;59.0196	;52.1234	;6629.49
53	;1.15428	;0.614905	;59.0196	;52.1234	;6629.49
54	;1.15428	;0.614905	;59.0196	;52.1234	;6629.49
55	;1.15428	;0.614905	;59.0196	;52.1234	;6629.49
56	;1.15428	;0.614905	;59.0196	;52.1234	;6629.49
57	;1.15428	;0.614905	;59.0196	;52.1234	;6629.49
58	;1.15428	;0.614905	;59.0196	;52.1234	;6629.49
59	;1.15428	;0.614905	;59.0196	;52.1234	;6629.49
60	;1.15428	;0.614905	;59.0196	;52.1234	;6629.49
61	;1.22621	;0.592467	;58.7435	;51.9629	;6574.19
62	;1.22621	;0.592467	;58.7435	;51.9629	;6574.19
63	;1.22621	;0.592467	;58.7435	;51.9629	;6574.19
64	;1.22621	;0.592467	;58.7435	;51.9629	;6574.19
65	;1.22621	;0.592467	;58.7435	;51.9629	;6574.19
66	;1.22621	;0.592467	;58.7435	;51.9629	;6574.19
67	;1.22621	;0.592467	;58.7435	;51.9629	;6574.19
68	;1.22621	;0.592467	;58.7435	;51.9629	;6574.19
69	;1.22621	;0.592467	;58.7435	;51.9629	;6574.19
70	;1.22621	;0.592467	;58.7435	;51.9629	;6574.19
71	;1.22621	;0.592467	;58.7435	;51.9629	;6574.19
72	;1.22621	;0.592467	;58.7435	;51.9629	;6574.19
73	;1.22621	;0.592467	;58.7435	;51.9629	;6574.19
74	;1.22621	;0.592467	;58.7435	;51.9629	;6574.19
75	;1.22621	;0.592467	;58.7435	;51.9629	;6574.19
76	;1.22621	;0.592467	;58.7435	;51.9629	;6574.19
77	;1.22621	;0.592467	;58.7435	;51.9629	;6574.19
78	;1.22621	;0.592467	;58.7435	;51.9629	;6574.19
79	;1.22621	;0.592467	;58.7435	;51.9629	;6574.19
80	;1.22621	;0.592467	;58.7435	;51.9629	;6574.19
81	;1.22621	;0.592467	;58.7435	;51.9629	;6574.19
82	;1.155	;0.576719	;58.6866	;51.794	;6277.47
83	;1.155	;0.576719	;58.6866	;51.794	;6277.47
84	;1.155	;0.576719	;58.6866	;51.794	;6277.47
85	;1.155	;0.576719	;58.6866	;51.794	;6277.47
86	;1.155	;0.576719	;58.6866	;51.794	;6277.47
87	;1.16909	;0.553557	;57.3973	;51.3752	;5922.99
88	;1.16909	;0.553557	;57.3973	;51.3752	;5922.99
89	;1.16909	;0.553557	;57.3973	;51.3752	;5922.99
90	;1.16909	;0.553557	;57.3973	;51.3752	;5922.99
91	;1.16909	;0.553557	;57.3973	;51.3752	;5922.99
92	;1.16909	;0.553557	;57.3973	;51.3752	;5922.99
93	;1.16909	;0.553557	;57.3973	;51.3752	;5922.99
94	;1.16909	;0.553557	;57.3973	;51.3752	;5922.99
95	;1.16909	;0.553557	;57.3973	;51.3752	;5922.99
96	;1.16909	;0.553557	;57.3973	;51.3752	;5922.99
97	;1.16909	;0.553557	;57.3973	;51.3752	;5922.99
98	;1.16909	;0.553557	;57.3973	;51.3752	;5922.99
99	;1.16909	;0.553557	;57.3973	;51.3752	;5922.99
100	;1.16909	;0.553557	;57.3973	;51.3752	;5922.99
101	;1.16909	;0.553557	;57.3973	;51.3752	;5922.99
102	;1.16909	;0.553557	;57.3973	;51.3752	;5922.99
103	;1.16909	;0.553557	;57.3973	;51.3752	;5922.99
104	;1.16909	;0.553557	;57.3973	;51.3752	;5922.99
105	;1.16909	;0.553557	;57.3973	;51.3752	;5922.99
106	;1.16909	;0.553557	;57.3973	;51.3752	;5922.99
107	;1.16909	;0.553557	;57.3973	;51.3752	;5922.99
108	;1.16909	;0.553557	;57.3973	;51.3752	;5922.99
109	;1.16909	;0.553557	;57.3973	;51.3752	;5922.99
110	;1.16909	;0.553557	;57.3973	;51.3752	;5922.99
111	;1.16909	;0.553557	;57.3973	;51.3752	;5922.99
112	;1.16909	;0.553557	;57.3973	;51.3752	;5922.99
113	;1.16909	;0.553557	;57.3973	;51.3752	;5922.99
114	;1.16909	;0.553557	;57.3973	;51.3752	;5922.99
115	;1.16909	;0.553557	;57.3973	;51.3752	;5922.99
116	;1.16909	;0.553557	;57.3973	;51.3752	;5922.99
117	;1.16909	;0.553557	;57.3973	;51.3752	;5922.99
118	;1.16909	;0.553557	;57.3973	;51.3752	;5922.99
119	;1.16909	;0.553557	;57.3973	;51.3752	;5922.99
120	;1.16909	;0.553557	;57.3973	;51.3752	;5922.99
121	;1.16909	;0.553557	;57.3973	;51.3752	;5922.99
122	;1.16909	;0.553557	;57.3973	;51.3752	;5922.99
123	;1.16909	;0.553557	;57.3973	;51.3752	;5922.99
124	;1.16909	;0.553557	;57.3973	;51.3752	;5922.99
125	;1.16909	;0.553557	;57.3973	;51.3752	;5922.99
126	;1.16909	;0.553557	;57.3973	;51.3752	;5922.99
127	;1.16909	;0.553557	;57.3973	;51.3752	;5922.99
128	;1.16909	;0.553557	;57.3973	;51.3752	;5922.99
129	;1.16909	;0.553557	;57.3973	;51.3752	;5922.99
130	;1.16909	;0.553557	;57.3973	;51.3752	;5922.99
131	;1.16909	;0.553557	;57.3973	;51.3752	;5922.99
132	;1.16909	;0.553557	;57.3973	;51.3752	;5922.99
133	;1.16909	;0.553557	;57.3973	;51.3752	;5922.99
134	;1.16909	;0.553557	;57.3973	;51.3752	;5922.99
135	;1.16909	;0.553557	;57.3973	;51.3752	;5922.99
136	;1.16909	;0.553557	;57.3973	;51.3752	;5922.99
137	;1.16909	;0.553557	;57.3973	;51.3752	;5922.99
138	;1.16909	;0.553557	;57.3973	;51.3752	;5922.99
139	;1.16909	;0.553557	;57.3973	;51.3752	;5922.99
140	;1.16909	;0.553557	;57.3973	;51.3752	;5922.99
141	;1.16909	;0.553557	;57.3973	;51.3752	;5922.99
142	;1.16909	;0.553557	;57.3973	;51.3752	;5922.99
143	;1.16909	;0.553557	;57.3973	;51.3752	;5922.99
144	;1.12057	;0.552009	;57.3928	;52.0995	;5840.61
145	;1.12057	;0.552009	;57.3928	;52.0995	;5840.61
146	;1.12057	;0.552009	;57.3928	;52.0995	;5840.61
147	;1.12057	;0.552009	;57.3928	;52.0995	;5840.61
148	;1.12057	;0.552009	;57.3928	;52.0995	;5840.61
149	;1.12057	;0.552009	;57.3928	;52.0995	;5840.61
150	;1.12057	;0.552009	;57.3928	;52.0995	;5840.61

1	;10.8424	;12.1113	;76.0634	;21.7514	;207156
2	;7.55375	;6.73545	;71.0082	;23.3821	;93462
3	;1.61605	;1.70002	;68.1197	;99.1274	;27322
4	;1.61605	;1.70002	;68.1197	;99.1274	;27322
5	;1.61605	;1.70002	;68.1197	;99.1274	;27322
6	;1.61605	;1.70002	;68.1197	;99.1274	;27322
7	;2.77153	;1.05036	;64.8323	;13.9093	;10048.4
8	;2.77153	;1.05036	;64.8323	;13.9093	;10048.4
9	;2.77153	;1.05036	;64.8323	;13.9093	;10048.4
10	;2.77153	;1.05036	;64.8323	;13.9093	;10048.4
11	;2.77153	;1.05036	;64.8323	;13.9093	;10048.4
12	;2.77153	;1.05036	;64.8323	;13.9093	;10048.4
13	;2.77153	;1.05036	;64.8323	;13.9093	;10048.4
14	;2.77153	;1.05036	;64.8323	;13.9093	;10048.4
15	;1.86064	;1.14365	;64.5162	;14.075	;10035.3
16	;1.36013	;0.91618	;65.1867	;14.7731	;8070.15
17	;1.72642	;0.708029	;65.2796	;14.4498	;6658.55
18	;1.72642	;0.708029	;65.2796	;14.4498	;6658.55
19	;1.54565	;0.639348	;65.3972	;13.9644	;5959.38
20	;1.54565	;0.639348	;65.3972	;13.9644	;5959.38
21	;1.54565	;0.639348	;65.3972	;13.9644	;5959.38
22	;1.54565	;0.639348	;65.3972	;13.9644	;5959.38
23	;1.55364	;0.628734	;65.7453	;13.9202	;5932.82
24	;1.55364	;0.628734	;65.7453	;13.9202	;5932.82
25	;1.55364	;0.628734	;65.7453	;13.9202	;5932.82
26	;1.55364	;0.628734	;65.7453	;13.9202	;5932.82
27	;1.3992	;0.624081	;66.0173	;13.9407	;5831.91
28	;1.3992	;0.624081	;66.0173	;13.9407	;5831.91
29	;1.3992	;0.624081	;66.0173	;13.9407	;5831.91
30	;1.3992	;0.624081	;66.0173	;13.9407	;5831.91
31	;1.3992	;0.624081	;66.0173	;13.9407	;5831.91
32	;1.3992	;0.624081	;66.0173	;13.9407	;5831.91
33	;1.3992	;0.624081	;66.0173	;13.9407	;5831.91
34	;1.3992	;0.624081	;66.0173	;13.9407	;5831.91
35	;1.3992	;0.624081	;66.0173	;13.9407	;5831.91
36	;1.3992	;0.624081	;66.0173	;13.9407	;5831.91
37	;1.3992	;0.624081	;66.0173	;13.9407	;5831.91
38	;1.3992	;0.624081	;66.0173	;13.9407	;5831.91
39	;1.3992	;0.624081	;66.0173	;13.9407	;5831.91
40	;1.3992	;0.624081	;66.0173	;13.9407	;5831.91
41	;1.29171	;0.628526	;66.2078	;13.966	;5825.52
42	;1.29171	;0.628526	;66.2078	;13.966	;5825.52
43	;1.29171	;0.628526	;66.2078	;13.966	;5825.52
44	;1.29171	;0.628526	;66.2078	;13.966	;5825.52
45	;1.29171	;0.628526	;66.2078	;13.966	;5825.52
46	;1.29171	;0.628526	;66.2078	;13.966	;5825.52
47	;1.29171	;0.628526	;66.2078	;13.966	;5825.52
48	;1.29171	;0.628526	;66.2078	;13.966	;5825.52
49	;1.29171	;0.628526	;66.2078	;13.966	;5825.52
50	;1.29171	;0.628526	;66.2078	;13.966	;5825.52
51	;1.29171	;0.628526	;66.2078	;13.966	;5825.52
52	;1.29171	;0.628526	;66.2078	;13.966	;5825.52
53	;1.29171	;0.628526	;66.2078	;13.966	;5825.52
54	;1.29171	;0.628526	;66.2078	;13.966	;5825.52
55	;1.29171	;0.628526	;66.2078	;13.966	;5825.52
56	;1.29171	;0.628526	;66.2078	;13.966	;5825.52
57	;1.29171	;0.628526	;66.2078	;13.966	;5825.52
58	;1.29171	;0.628526	;66.2078	;13.966	;5825.52
59	;1.29171	;0.628526	;66.2078	;13.966	;5825.52
60	;1.29171	;0.628526	;66.2078	;13.966	;5825.52
61	;1.29171	;0.628526	;66.2078	;13.966	;5825.52
62	;1.29171	;0.628526	;66.2078	;13.966	;5825.52
63	;1.29171	;0.628526	;66.2078	;13.966	;5825.52
64	;1.29171	;0.628526	;66.2078	;13.966	;5825.52
65	;1.29171	;0.628526	;66.2078	;13.966	;5825.52
66	;1.29171	;0.628526	;66.2078	;13.966	;5825.52
67	;1.29171	;0.628526	;66.2078	;13.966	;5825.52
68	;1.29171	;0.628526	;66.2078	;13.966	;5825.52
69	;1.29171	;0.628526	;66.2078	;13.966	;5825.52
70	;1.29171	;0.628526	;66.2078	;13.966	;5825.52
71	;1.29171	;0.628526	;66.2078	;13.966	;5825.52
72	;1.29171	;0.628526	;66.2078	;13.966	;5825.52
73	;1.29171	;0.628526	;66.2078	;13.966	;5825.52
74	;1.29171	;0.628526	;66.2078	;13.966	;5825.52
75	;1.29171	;0.628526	;66.2078	;13.966	;5825.52
76	;1.29171	;0.628526	;66.2078	;13.966	;5825.52
77	;1.29171	;0.628526	;66.2078	;13.966	;5825.52
78	;1.29171	;0.628526	;66.2078	;13.966	;5825.52
79	;1.29171	;0.628526	;66.2078	;13.966	;5825.52
80	;1.29171	;0.628526	;66.2078	;13.966	;5825.52
81	;1.29171	;0.628526	;66.2078	;13.966	;5825.52
82	;1.29171	;0.628526	;66.2078	;13.966	;5825.52
83	;1.29171	;0.628526	;66.2078	;13.966	;5825.52
84	;1.29171	;0.628526	;66.2078	;13.966	;5825.52
85	;1.29171	;0.628526	;66.2078	;13.966	;5825.52
86	;1.29171	;0.628526	;66.2078	;13.966	;5825.52
87	;1.29171	;0.628526	;66.2078	;13.966	;5825.52
88	;1.29171	;0.628526	;66.2078	;13.966	;5825.52
89	;1.29171	;0.628526	;66.2078	;13.966	;5825.52
90	;1.29171	;0.628526	;66.2078	;13.966	;5825.52
91	;1.29171	;0.628526	;66.2078	;13.966	;5825.52
92	;1.29171	;0.628526	;66.2078	;13.966	;5825.52
93	;1.29171	;0.628526	;66.2078	;13.966	;5825.52
94	;1.29171	;0.628526	;66.2078	;13.966	;5825.52
95	;1.29171	;0.628526	;66.2078	;13.966	;5825.52
96	;1.29171	;0.628526	;66.2078	;13.966	;5825.52
97	;1.29171	;0.628526	;66.2078	;13.966	;5825.52
98	;1.29171	;0.628526	;66.2078	;13.966	;5825.52
99	;1.29171	;0.628526	;66.2078	;13.966	;5825.52
100	;1.29171	;0.628526	;66.2078	;13.966	;5825.52
101	;1.29171	;0.628526	;66.2078	;13.966	;5825.52
102	;1.29171	;0.628526	;66.2078	;13.966	;5825.52
103	;1.29171	;0.628526	;66.2078	;13.966	;5825.52
104	;1.29171	;0.628526	;66.2078	;13.966	;5825.52
105	;1.29171	;0.628526	;66.2078	;13.966	;5825.52
106	;1.29171	;0.628526	;66.2078	;13.966	;5825.52
107	;1.29171	;0.628526	;66.2078	;13.966	;5825.52
108	;1.29171	;0.628526	;66.2078	;13.966	;5825.52
109	;1.29171	;0.628526	;66.2078	;13.966	;5825.52
110	;1.29171	;0.628526	;66.2078	;13.966	;5825.52
111	;1.29171	;0.628526	;66.2078	;13.966	;5825.52
112	;1.29171	;0.628526	;66.2078	;13.966	;5825.52
113	;1.29171	;0.628526	;66.2078	;13.966	;5825.52
114	;1.29171	;0.628526	;66.2078	;13.966	;5825.52
115	;1.29171	;0.628526	;66.2078	;13.966	;5825.52
116	;1.29171	;0.628526	;66.2078	;13.966	;5825.52
117	;1.29171	;0.628526	;66.2078	;13.966	;5825.52
118	;1.29171	;0.628526	;66.2078	;13.966	;5825.52
119	;1.29171	;0.628526	;66.2078	;13.966	;5825.52
120	;1.29171	;0.628526	;66.2078	;13.966	;5825.52
121	;1.29171	;0.628526	;66.2078	;13.966	;5825.52
122	;1.29171	;0.628526	;66.2078	;13.966	;5825.52
123	;1.29171	;0.628526	;66.2078	;13.966	;5825.52
124	;1.29171	;0.628526	;66.2078	;13.966	;5825.52
125	;1.29171	;0.628526	;66.2078	;13.966	;5825.52
126	;1.29171	;0.628526	;66.2078	;13.966	;5825.52
127	;1.29171	;0.628526	;66.2078	;13.966	;5825.52
128	;1.29171	;0.628526	;66.2078	;13.966	;5825.52
129	;1.29171	;0.628526	;66.2078	;13.966	;5825.52
130	;1.29171	;0.628526	;66.2078	;13.966	;5825.52
131	;1.29171	;0.628526	;66.2078	;13.966	;5825.52
132	;1.29171	;0.628526	;66.2078	;13.966	;5825.52
133	;1.28824	;0.626854	;64.5153	;13.7741	;5531.52
134	;1.28824	;0.626854	;64.5153	;13.7741	;5531.52
135	;1.28824	;0.626854	;64.5153	;13.7741	;5531.52
136	;1.31081	;0.613765	;64.4298	;13.7511	;5430.77
137	;1.31081	;0.613765	;64.4298	;13.7511	;5430.77
138	;1.31081	;0.613765	;64.4298	;13.7511	;5430.77
139	;1.31081	;0.613765	;64.4298	;13.7511	;5430.77
140	;1.31081	;0.613765	;64.4298	;13.7511	;5430.77
141	;1.31081	;0.613765	;64.4298	;13.7511	;5430.77
142	;1.31081	;0.613765	;64.4298	;13.7511	;5430.77
143	;1.31081	;0.613765	;64.4298	;13.7511	;5430.77
144	;1.31081	;0.613765	;64.4298	;13.7511	;5430.77
145	;1.31081	;0.613765	;64.4298	;13.7511	;5430.77
146	;1.31081	;0.613765	;64.4298	;13.7511	;5430.77
147	;1.31081	;0.613765	;64.4298	;13.7511	;5430.77
148	;1.31081	;0.613765	;64.4298	;13.7511	;5430.77
149	;1.31179	;0.613294	;64.4113	;13.5928	;5414.6
150	;1.31179	;0.613294	;64.4113	;13.5928	;5414.6

1	;2.37502	;6.74588	;74.7151	;84.0008	;153578
2	;6.63336	;4.91324	;66.3013	;71.8361	;102480
3	;3.14367	;1.11151	;69.4248	;48.1595	;18755
4	;3.14367	;1.11151	;69.4248	;48.1595	;18755
5	;3.14367	;1.11151	;69.4248	;48.1595	;18755
6	;2.25743	;1.59194	;64.0482	;43.1147	;18355
7	;2.25743	;1.59194	;64.0482	;43.1147	;18355
8	;2.25743	;1.59194	;64.0482	;43.1147	;18355
9	;2.4483	;0.654653	;65.1228	;43.3691	;10432.3
10	;2.4483	;0.654653	;65.1228	;43.3691	;10432.3
11	;2.4483	;0.654653	;65.1228	;43.3691	;10432.3
12	;2.4483	;0.654653	;65.1228	;43.3691	;10432.3
13	;2.4483	;0.654653	;65.1228	;43.3691	;10432.3
14	;2.4483	;0.654653	;65.1228	;43.3691	;10432.3
15	;2.4483	;0.654653	;65.1228	;43.3691	;10432.3
16	;2.4483	;0.654653	;65.1228	;43.3691	;10432.3
17	;2.4483	;0.654653	;65.1228	;43.3691	;10432.3
18	;1.54588	;0.673696	;63.1468	;43.3839	;8131.42
19	;1.54588	;0.673696	;63.1468	;43.3839	;8131.42
20	;1.54588	;0.673696	;63.1468	;43.3839	;8131.42
21	;1.54588	;0.673696	;63.1468	;43.3839	;8131.42
22	;1.54588	;0.673696	;63.1468	;43.3839	;8131.42
23	;1.54588	;0.673696	;63.1468	;43.3839	;8131.42
24	;1.54588	;0.673696	;63.1468	;43.3839	;8131.42
25	;1.54588	;0.673696	;63.1468	;43.3839	;8131.42
26	;1.54588	;0.673696	;63.1468	;43.3839	;8131.42
27	;1.54588	;0.673696	;63.1468	;43.3839	;8131.42
28	;1.54588	;0.673696	;63.1468	;43.3839	;8131.42
29	;1.54588	;0.673696	;63.1468	;43.3839	;8131.42
30	;1.54588	;0.673696	;63.1468	;43.3839	;8131.42
31	;1.54588	;0.673696	;63.1468	;43.3839	;8131.42
32	;1.54588	;0.673696	;63.1468	;43.3839	;8131.42
33	;1.54588	;0.673696	;63.1468	;43.3839	;8131.42
34	;1.25589	;0.667239	;63.7677	;44.0636	;7629.96
35	;1.25589	;0.667239	;63.7677	;44.0636	;7629.96
36	;1.25589	;0.667239	;63.7677	;44.0636	;7629.96
37	;1.25589	;0.667239	;63.7677	;44.0636	;7629.96
38	;1.25589	;0.667239	;63.7677	;44.0636	;7629.96
39	;1.25589	;0.667239	;63.7677	;44.0636	;7629.96
40	;1.25589	;0.667239	;63.7677	;44.0636	;7629.96
41	;1.25589	;0.667239	;63.7677	;44.0636	;7629.96
42	;1.25589	;0.667239	;63.7677	;44.0636	;7629.96
43	;1.25589	;0.667239	;63.7677	;44.0636	;7629.96
44	;1.25589	;0.667239	;63.7677	;44.0636	;7629.96
45	;1.2789	;0.64336	;64.3529	;43.8767	;7572.54
46	;1.2789	;0.64336	;64.3529	;43.8767	;7572.54
47	;1.2789	;0.64336	;64.3529	;43.8767	;7572.54
48	;1.2789	;0.64336	;64.3529	;43.8767	;7572.54
49	;1.2789	;0.64336	;64.3529	;43.8767	;7572.54
50	;1.2789	;0.64336	;64.3529	;43.8767	;7572.54
51	;1.2789	;0.64336	;64.3529	;43.8767	;7572.54
52	;1.2789	;0.64336	;64.3529	;43.8767	;7572.54
53	;1.2789	;0.64336	;64.3529	;43.8767	;7572.54
54	;1.2789	;0.64336	;64.3529	;43.8767	;7572.54
55	;1.2789	;0.64336	;64.3529	;43.8767	;7572.54
56	;1.2789	;0.64336	;64.3529	;43.8767	;7572.54
57	;1.2789	;0.64336	;64.3529	;43.8767	;7572.54
58	;1.2789	;0.64336	;64.3529	;43.8767	;7572.54
59	;1.2789	;0.64336	;64.3529	;43.8767	;7572.54
60	;1.2789	;0.64336	;64.3529	;43.8767	;7572.54
61	;1.2789	;0.64336	;64.3529	;43.8767	;7572.54
62	;1.2789	;0.64336	;64.3529	;43.8767	;7572.54
63	;1.2789	;0.64336	;64.3529	;43.8767	;7572.54
64	;1.2789	;0.64336	;64.3529	;43.8767	;7572.54
65	;1.2789	;0.64336	;64.3529	;43.8767	;7572.54
66	;1.2789	;0.64336	;64.3529	;43.8767	;7572.54
67	;1.2789	;0.64336	;64.3529	;43.8767	;7572.54
68	;1.2789	;0.64336	;64.3529	;43.8767	;7572.54
69	;1.2789	;0.64336	;64.3529	;43.8767	;7572.54
70	;1.2789	;0.64336	;64.3529	;43.8767	;7572.54
71	;1.2789	;0.64336	;64.3529	;43.8767	;7572.54
72	;1.2789	;0.64336	;64.3529	;43.8767	;7572.54
73	;1.2789	;0.64336	;64.3529	;43.8767	;7572.54
74	;1.22512	;0.647875	;61.6237	;43.8392	;7008
75	;1.22512	;0.647875	;61.6237	;43.8392	;7008
76	;1.22512	;0.647875	;61.6237	;43.8392	;7008
77	;1.22512	;0.647875	;61.6237	;43.8392	;7008
78	;1.22512	;0.647875	;61.6237	;43.8392	;7008
79	;1.22512	;0.647875	;61.6237	;43.8392	;7008
80	;1.22512	;0.647875	;61.6237	;43.8392	;7008
81	;1.22512	;0.647875	;61.6237	;43.8392	;7008
82	;1.22512	;0.647875	;61.6237	;43.8392	;7008
83	;1.22512	;0.647875	;61.6237	;43.8392	;7008
84	;1.22512	;0.647875	;61.6237	;43.8392	;7008
85	;1.22512	;0.647875	;61.6237	;43.8392	;7008
86	;1.22512	;0.647875	;61.6237	;43.8392	;7008
87	;1.22512	;0.647875	;61.6237	;43.8392	;7008
88	;1.22512	;0.647875	;61.6237	;43.8392	;7008
89	;1.22512	;0.647875	;61.6237	;43.8392	;7008
90	;1.22512	;0.647875	;61.6237	;43.8392	;7008
91	;1.22512	;0.647875	;61.6237	;43.8392	;7008
92	;1.22512	;0.647875	;61.6237	;43.8392	;7008
93	;1.22512	;0.647875	;61.6237	;43.8392	;7008
94	;1.22512	;0.647875	;61.6237	;43.8392	;7008
95	;1.23012	;0.636672	;61.9474	;43.4102	;6960.27
96	;1.23012	;0.636672	;61.9474	;43.4102	;6960.27
97	;1.23012	;0.636672	;61.9474	;43.4102	;6960.27
98	;1.23012	;0.636672	;61.9474	;43.4102	;6960.27
99	;1.23012	;0.636672	;61.9474	;43.4102	;6960.27
100	;1.23012	;0.636672	;61.9474	;43.4102	;6960.27
101	;1.23012	;0.636672	;61.9474	;43.4102	;6960.27
102	;1.23012	;0.636672	;61.9474	;43.4102	;6960.27
103	;1.23012	;0.636672	;61.9474	;43.4102	;6960.27
104	;1.23012	;0.636672	;61.9474	;43.4102	;6960.27
105	;1.23012	;0.636672	;61.9474	;43.4102	;6960.27
106	;1.23012	;0.636672	;61.9474	;43.4102	;6960.27
107	;1.23012	;0.636672	;61.9474	;43.4102	;6960.27
108	;1.23012	;0.636672	;61.9474	;43.4102	;6960.27
109	;1.23012	;0.636672	;61.9474	;43.4102	;6960.27
110	;1.23012	;0.636672	;61.9474	;43.4102	;6960.27
111	;1.23012	;0.636672	;61.9474	;43.4102	;6960.27
112	;1.23012	;0.636672	;61.9474	;43.4102	;6960.27
113	;1.23012	;0.636672	;61.9474	;43.4102	;6960.27
114	;1.23012	;0.636672	;61.9474	;43.4102	;6960.27
