1	;0.064414	;0.491769	;11.9774	;0.0285199
8	;0.0526123	;0.383649	;10.8163	;0.0136104
9	;0.0526123	;0.383649	;10.8163	;0.0136104
10	;0.0526123	;0.383649	;10.8163	;0.0136104
11	;0.0525585	;0.383846	;10.5393	;0.0132958
12	;0.0525585	;0.383846	;10.5393	;0.0132958
13	;0.0524615	;0.379053	;10.3062	;0.0128383
14	;0.051374	;0.356905	;11.464	;0.0126827
15	;0.051374	;0.356905	;11.464	;0.0126827
16	;0.051374	;0.356905	;11.464	;0.0126827
17	;0.051374	;0.356905	;11.464	;0.0126827
18	;0.051374	;0.356905	;11.464	;0.0126827
19	;0.051374	;0.356905	;11.464	;0.0126827
20	;0.0503104	;0.351931	;11.3337	;0.0118775
21	;0.0503104	;0.351931	;11.3337	;0.0118775
22	;0.0503104	;0.351931	;11.3337	;0.0118775
23	;0.0503104	;0.351931	;11.3337	;0.0118775
24	;0.0503104	;0.351931	;11.3337	;0.0118775
25	;0.0503104	;0.351931	;11.3337	;0.0118775
26	;0.0503104	;0.351931	;11.3337	;0.0118775
27	;0.0503104	;0.351931	;11.3337	;0.0118775
28	;0.0503104	;0.351931	;11.3337	;0.0118775
29	;0.0508329	;0.363605	;10.4513	;0.0116986
30	;0.0508329	;0.363605	;10.4513	;0.0116986
31	;0.0508329	;0.363605	;10.4513	;0.0116986
32	;0.0508329	;0.363605	;10.4513	;0.0116986
33	;0.0508329	;0.363605	;10.4513	;0.0116986
34	;0.0508329	;0.363605	;10.4513	;0.0116986
35	;0.0508329	;0.363605	;10.4513	;0.0116986
36	;0.0508329	;0.363605	;10.4513	;0.0116986
37	;0.0508329	;0.363605	;10.4513	;0.0116986
38	;0.0508329	;0.363605	;10.4513	;0.0116986
39	;0.0508329	;0.363605	;10.4513	;0.0116986
40	;0.0508329	;0.363605	;10.4513	;0.0116986
41	;0.0508329	;0.363605	;10.4513	;0.0116986
42	;0.0508329	;0.363605	;10.4513	;0.0116986
43	;0.0508329	;0.363605	;10.4513	;0.0116986
44	;0.0508329	;0.363605	;10.4513	;0.0116986
45	;0.0508329	;0.363605	;10.4513	;0.0116986
46	;0.0508329	;0.363605	;10.4513	;0.0116986
47	;0.0508329	;0.363605	;10.4513	;0.0116986
48	;0.0508329	;0.363605	;10.4513	;0.0116986
49	;0.0508329	;0.363605	;10.4513	;0.0116986
50	;0.0508329	;0.363605	;10.4513	;0.0116986
51	;0.0508329	;0.363605	;10.4513	;0.0116986
52	;0.0508329	;0.363605	;10.4513	;0.0116986
53	;0.0508329	;0.363605	;10.4513	;0.0116986
54	;0.0508329	;0.363605	;10.4513	;0.0116986
55	;0.0508329	;0.363605	;10.4513	;0.0116986
56	;0.0508329	;0.363605	;10.4513	;0.0116986
57	;0.0508329	;0.363605	;10.4513	;0.0116986
58	;0.0508329	;0.363605	;10.4513	;0.0116986
59	;0.0508329	;0.363605	;10.4513	;0.0116986
60	;0.0508329	;0.363605	;10.4513	;0.0116986
61	;0.0508329	;0.363605	;10.4513	;0.0116986
62	;0.0508329	;0.363605	;10.4513	;0.0116986
63	;0.0508329	;0.363605	;10.4513	;0.0116986
64	;0.0508329	;0.363605	;10.4513	;0.0116986
65	;0.0508329	;0.363605	;10.4513	;0.0116986
66	;0.0508329	;0.363605	;10.4513	;0.0116986
67	;0.0508329	;0.363605	;10.4513	;0.0116986
68	;0.0508329	;0.363605	;10.4513	;0.0116986
69	;0.0508329	;0.363605	;10.4513	;0.0116986
70	;0.0508329	;0.363605	;10.4513	;0.0116986
71	;0.0508329	;0.363605	;10.4513	;0.0116986
72	;0.0508329	;0.363605	;10.4513	;0.0116986
73	;0.0508329	;0.363605	;10.4513	;0.0116986
74	;0.0508329	;0.363605	;10.4513	;0.0116986
75	;0.0508329	;0.363605	;10.4513	;0.0116986
76	;0.0508329	;0.363605	;10.4513	;0.0116986
77	;0.0508329	;0.363605	;10.4513	;0.0116986
78	;0.0508329	;0.363605	;10.4513	;0.0116986
79	;0.0508329	;0.363605	;10.4513	;0.0116986
80	;0.0508329	;0.363605	;10.4513	;0.0116986
81	;0.0508329	;0.363605	;10.4513	;0.0116986
82	;0.0508329	;0.363605	;10.4513	;0.0116986
83	;0.0508329	;0.363605	;10.4513	;0.0116986
84	;0.0508329	;0.363605	;10.4513	;0.0116986
85	;0.0508329	;0.363605	;10.4513	;0.0116986
86	;0.0508329	;0.363605	;10.4513	;0.0116986
87	;0.0508329	;0.363605	;10.4513	;0.0116986
88	;0.0508329	;0.363605	;10.4513	;0.0116986
89	;0.0508329	;0.363605	;10.4513	;0.0116986
90	;0.0508329	;0.363605	;10.4513	;0.0116986
91	;0.0508329	;0.363605	;10.4513	;0.0116986
92	;0.0508329	;0.363605	;10.4513	;0.0116986
93	;0.0508329	;0.363605	;10.4513	;0.0116986
94	;0.0508329	;0.363605	;10.4513	;0.0116986
95	;0.0508329	;0.363605	;10.4513	;0.0116986
96	;0.0508329	;0.363605	;10.4513	;0.0116986
97	;0.0508329	;0.363605	;10.4513	;0.0116986
98	;0.0508329	;0.363605	;10.4513	;0.0116986
99	;0.0508329	;0.363605	;10.4513	;0.0116986
100	;0.0508329	;0.363605	;10.4513	;0.0116986
101	;0.0508329	;0.363605	;10.4513	;0.0116986
102	;0.0508329	;0.363605	;10.4513	;0.0116986
103	;0.0508329	;0.363605	;10.4513	;0.0116986
104	;0.0508329	;0.363605	;10.4513	;0.0116986
105	;0.0508329	;0.363605	;10.4513	;0.0116986
106	;0.0508329	;0.363605	;10.4513	;0.0116986
107	;0.0508329	;0.363605	;10.4513	;0.0116986
108	;0.0508329	;0.363605	;10.4513	;0.0116986
109	;0.0508329	;0.363605	;10.4513	;0.0116986
110	;0.0508329	;0.363605	;10.4513	;0.0116986
111	;0.0508329	;0.363605	;10.4513	;0.0116986
112	;0.0508329	;0.363605	;10.4513	;0.0116986
113	;0.0508329	;0.363605	;10.4513	;0.0116986
114	;0.0508329	;0.363605	;10.4513	;0.0116986
115	;0.0508329	;0.363605	;10.4513	;0.0116986
116	;0.0508329	;0.363605	;10.4513	;0.0116986
117	;0.0508329	;0.363605	;10.4513	;0.0116986
118	;0.0508329	;0.363605	;10.4513	;0.0116986
119	;0.0508329	;0.363605	;10.4513	;0.0116986
120	;0.0508329	;0.363605	;10.4513	;0.0116986
121	;0.0508329	;0.363605	;10.4513	;0.0116986
122	;0.0508329	;0.363605	;10.4513	;0.0116986
123	;0.0508329	;0.363605	;10.4513	;0.0116986
124	;0.0508329	;0.363605	;10.4513	;0.0116986
125	;0.0508329	;0.363605	;10.4513	;0.0116986
126	;0.0508329	;0.363605	;10.4513	;0.0116986
127	;0.0508329	;0.363605	;10.4513	;0.0116986
128	;0.0508329	;0.363605	;10.4513	;0.0116986
129	;0.0508329	;0.363605	;10.4513	;0.0116986
130	;0.0508329	;0.363605	;10.4513	;0.0116986
131	;0.0508329	;0.363605	;10.4513	;0.0116986
132	;0.0508329	;0.363605	;10.4513	;0.0116986
133	;0.0508329	;0.363605	;10.4513	;0.0116986
134	;0.051204	;0.365982	;10.0803	;0.0115917
135	;0.051204	;0.365982	;10.0803	;0.0115917
136	;0.051204	;0.365982	;10.0803	;0.0115917
137	;0.051204	;0.365982	;10.0803	;0.0115917
138	;0.051204	;0.365982	;10.0803	;0.0115917
139	;0.051204	;0.365982	;10.0803	;0.0115917
140	;0.051204	;0.365982	;10.0803	;0.0115917
141	;0.051204	;0.365982	;10.0803	;0.0115917
142	;0.051204	;0.365982	;10.0803	;0.0115917
143	;0.051204	;0.365982	;10.0803	;0.0115917
144	;0.051204	;0.365982	;10.0803	;0.0115917
145	;0.051204	;0.365982	;10.0803	;0.0115917
146	;0.051204	;0.365982	;10.0803	;0.0115917
147	;0.051204	;0.365982	;10.0803	;0.0115917
148	;0.051204	;0.365982	;10.0803	;0.0115917
149	;0.051204	;0.365982	;10.0803	;0.0115917
150	;0.051204	;0.365982	;10.0803	;0.0115917

1	;0.0626763	;0.47072	;11.6893	;0.0253134
2	;0.0626763	;0.47072	;11.6893	;0.0253134
3	;0.0513278	;0.370242	;10.0052	;0.0117101
4	;0.0513278	;0.370242	;10.0052	;0.0117101
5	;0.0513278	;0.370242	;10.0052	;0.0117101
6	;0.0513278	;0.370242	;10.0052	;0.0117101
7	;0.0513278	;0.370242	;10.0052	;0.0117101
8	;0.0513278	;0.370242	;10.0052	;0.0117101
9	;0.0513278	;0.370242	;10.0052	;0.0117101
10	;0.0513278	;0.370242	;10.0052	;0.0117101
11	;0.0513278	;0.370242	;10.0052	;0.0117101
12	;0.0513278	;0.370242	;10.0052	;0.0117101
13	;0.0513278	;0.370242	;10.0052	;0.0117101
14	;0.0513278	;0.370242	;10.0052	;0.0117101
15	;0.0513278	;0.370242	;10.0052	;0.0117101
16	;0.0513278	;0.370242	;10.0052	;0.0117101
17	;0.0513278	;0.370242	;10.0052	;0.0117101
18	;0.0513278	;0.370242	;10.0052	;0.0117101
19	;0.0513278	;0.370242	;10.0052	;0.0117101
20	;0.0513278	;0.370242	;10.0052	;0.0117101
21	;0.0513278	;0.370242	;10.0052	;0.0117101
22	;0.0509457	;0.368726	;10.1058	;0.0115854
23	;0.0509457	;0.368726	;10.1058	;0.0115854
24	;0.0509457	;0.368726	;10.1058	;0.0115854
25	;0.0509457	;0.368726	;10.1058	;0.0115854
26	;0.0510759	;0.364684	;10.1176	;0.0115283
27	;0.0508029	;0.363032	;10.1425	;0.0113771
28	;0.0508029	;0.363032	;10.1425	;0.0113771
29	;0.0508029	;0.363032	;10.1425	;0.0113771
30	;0.0506029	;0.362812	;10.116	;0.0112561
31	;0.0506048	;0.360584	;10.1497	;0.011219
32	;0.0505942	;0.360762	;10.1258	;0.0111978
33	;0.0505698	;0.360438	;10.0907	;0.0111445
34	;0.0505396	;0.359735	;10.0785	;0.0110984
35	;0.0505268	;0.35992	;10.0664	;0.0110873
36	;0.0504809	;0.359101	;10.1157	;0.0110871
37	;0.0504731	;0.359448	;10.1033	;0.0110831
38	;0.0504737	;0.358996	;10.0847	;0.0110524
39	;0.0504737	;0.358996	;10.0847	;0.0110524
40	;0.0504737	;0.358996	;10.0847	;0.0110524
41	;0.0504737	;0.358996	;10.0847	;0.0110524
42	;0.0504737	;0.358996	;10.0847	;0.0110524
43	;0.0504737	;0.358996	;10.0847	;0.0110524
44	;0.0504737	;0.358996	;10.0847	;0.0110524
45	;0.0504737	;0.358996	;10.0847	;0.0110524
46	;0.0504737	;0.358996	;10.0847	;0.0110524
47	;0.0504737	;0.358996	;10.0847	;0.0110524
48	;0.0504737	;0.358996	;10.0847	;0.0110524
49	;0.0504737	;0.358996	;10.0847	;0.0110524
50	;0.0504645	;0.358893	;10.0859	;0.0110463
51	;0.0504645	;0.358893	;10.0859	;0.0110463
52	;0.0504645	;0.358893	;10.0859	;0.0110463
53	;0.0504645	;0.358893	;10.0859	;0.0110463
54	;0.0504645	;0.358893	;10.0859	;0.0110463
55	;0.0504645	;0.358893	;10.0859	;0.0110463
56	;0.0504645	;0.358893	;10.0859	;0.0110463
57	;0.0504645	;0.358893	;10.0859	;0.0110463
58	;0.0504645	;0.358893	;10.0859	;0.0110463
59	;0.0504645	;0.358893	;10.0859	;0.0110463
60	;0.0504645	;0.358893	;10.0859	;0.0110463
61	;0.0504645	;0.358893	;10.0859	;0.0110463
62	;0.0504645	;0.358893	;10.0859	;0.0110463
63	;0.0504645	;0.358893	;10.0859	;0.0110463
64	;0.0504645	;0.358893	;10.0859	;0.0110463
65	;0.0504645	;0.358893	;10.0859	;0.0110463
66	;0.0504645	;0.358893	;10.0859	;0.0110463
67	;0.0504645	;0.358893	;10.0859	;0.0110463
68	;0.0504645	;0.358893	;10.0859	;0.0110463
69	;0.0504645	;0.358893	;10.0859	;0.0110463
70	;0.0504645	;0.358893	;10.0859	;0.0110463
71	;0.0504645	;0.358893	;10.0859	;0.0110463
72	;0.0504645	;0.358893	;10.0859	;0.0110463
73	;0.0504645	;0.358893	;10.0859	;0.0110463
74	;0.0504645	;0.358893	;10.0859	;0.0110463
75	;0.0504645	;0.358893	;10.0859	;0.0110463
76	;0.0504645	;0.358893	;10.0859	;0.0110463
77	;0.0504645	;0.358893	;10.0859	;0.0110463
78	;0.0504645	;0.358893	;10.0859	;0.0110463
79	;0.0504645	;0.358893	;10.0859	;0.0110463
80	;0.0504645	;0.358893	;10.0859	;0.0110463
81	;0.0504645	;0.358893	;10.0859	;0.0110463
82	;0.0504645	;0.358893	;10.0859	;0.0110463
83	;0.0504645	;0.358893	;10.0859	;0.0110463
84	;0.0504645	;0.358893	;10.0859	;0.0110463
85	;0.0504645	;0.358893	;10.0859	;0.0110463
86	;0.0504645	;0.358893	;10.0859	;0.0110463
87	;0.0504645	;0.358893	;10.0859	;0.0110463
88	;0.0504645	;0.358893	;10.0859	;0.0110463
89	;0.0504645	;0.358893	;10.0859	;0.0110463
90	;0.0504645	;0.358893	;10.0859	;0.0110463
91	;0.0504645	;0.358893	;10.0859	;0.0110463
92	;0.0504645	;0.358893	;10.0859	;0.0110463
93	;0.0504645	;0.358893	;10.0859	;0.0110463
94	;0.0504645	;0.358893	;10.0859	;0.0110463
95	;0.0504645	;0.358893	;10.0859	;0.0110463
96	;0.0504645	;0.358893	;10.0859	;0.0110463
97	;0.0504645	;0.358893	;10.0859	;0.0110463
98	;0.0504645	;0.358893	;10.0859	;0.0110463
99	;0.0504645	;0.358893	;10.0859	;0.0110463
100	;0.0504645	;0.358893	;10.0859	;0.0110463
101	;0.0504645	;0.358893	;10.0859	;0.0110463
102	;0.0504645	;0.358893	;10.0859	;0.0110463
103	;0.0504645	;0.358893	;10.0859	;0.0110463
104	;0.0504645	;0.358893	;10.0859	;0.0110463
105	;0.0504645	;0.358893	;10.0859	;0.0110463
106	;0.0504645	;0.358893	;10.0859	;0.0110463
107	;0.0504645	;0.358893	;10.0859	;0.0110463
108	;0.0504645	;0.358893	;10.0859	;0.0110463
109	;0.0504645	;0.358893	;10.0859	;0.0110463
110	;0.0504645	;0.358893	;10.0859	;0.0110463
111	;0.0504645	;0.358893	;10.0859	;0.0110463
112	;0.0504645	;0.358893	;10.0859	;0.0110463
113	;0.0504645	;0.358893	;10.0859	;0.0110463
114	;0.0504645	;0.358893	;10.0859	;0.0110463
115	;0.0504645	;0.358893	;10.0859	;0.0110463
116	;0.0504645	;0.358893	;10.0859	;0.0110463
117	;0.0504645	;0.358893	;10.0859	;0.0110463
118	;0.050424	;0.35836	;10.1022	;0.011027
119	;0.050424	;0.35836	;10.1022	;0.011027
120	;0.050424	;0.35836	;10.1022	;0.011027
121	;0.050424	;0.35836	;10.1022	;0.011027
122	;0.050424	;0.35836	;10.1022	;0.011027
123	;0.050424	;0.35836	;10.1022	;0.011027
124	;0.050424	;0.35836	;10.1022	;0.011027
125	;0.050424	;0.35836	;10.1022	;0.011027
126	;0.0504309	;0.35832	;10.0951	;0.0110224
127	;0.0504309	;0.35832	;10.0951	;0.0110224
128	;0.0504309	;0.35832	;10.0951	;0.0110224
129	;0.0504309	;0.35832	;10.0951	;0.0110224
130	;0.0504309	;0.35832	;10.0951	;0.0110224
131	;0.0504309	;0.35832	;10.0951	;0.0110224
132	;0.0504309	;0.35832	;10.0951	;0.0110224
133	;0.0504309	;0.35832	;10.0951	;0.0110224
134	;0.0504309	;0.35832	;10.0951	;0.0110224
135	;0.0504309	;0.35832	;10.0951	;0.0110224
136	;0.0504309	;0.35832	;10.0951	;0.0110224
137	;0.0504002	;0.358148	;10.1035	;0.0110113
138	;0.0504002	;0.358148	;10.1035	;0.0110113
139	;0.0504002	;0.358148	;10.1035	;0.0110113
140	;0.0504002	;0.358148	;10.1035	;0.0110113
141	;0.050387	;0.357606	;10.1185	;0.0110025
142	;0.050387	;0.357606	;10.1185	;0.0110025
143	;0.050387	;0.357606	;10.1185	;0.0110025
144	;0.050387	;0.357606	;10.1185	;0.0110025
145	;0.050387	;0.357606	;10.1185	;0.0110025
146	;0.050387	;0.357606	;10.1185	;0.0110025
147	;0.050387	;0.357606	;10.1185	;0.0110025
148	;0.050387	;0.357606	;10.1185	;0.0110025
149	;0.050387	;0.357606	;10.1185	;0.0110025
150	;0.050387	;0.357606	;10.1185	;0.0110025

1	;0.0616772	;0.504224	;10.9227	;0.0247871
2	;0.0523819	;0.397393	;11.0181	;0.0141949
3	;0.0523819	;0.397393	;11.0181	;0.0141949
4	;0.0523819	;0.397393	;11.0181	;0.0141949
5	;0.0523819	;0.397393	;11.0181	;0.0141949
6	;0.0523819	;0.397393	;11.0181	;0.0141949
7	;0.0523819	;0.397393	;11.0181	;0.0141949
8	;0.0517998	;0.378556	;10.9195	;0.013123
9	;0.0517998	;0.378556	;10.9195	;0.013123
10	;0.0520903	;0.369175	;10.8301	;0.0128521
11	;0.051733	;0.384871	;10.4747	;0.0128494
12	;0.051733	;0.384871	;10.4747	;0.0128494
13	;0.051733	;0.384871	;10.4747	;0.0128494
14	;0.051733	;0.384871	;10.4747	;0.0128494
15	;0.051733	;0.384871	;10.4747	;0.0128494
16	;0.0512118	;0.37393	;10.3646	;0.0121258
17	;0.0512118	;0.37393	;10.3646	;0.0121258
18	;0.0512118	;0.37393	;10.3646	;0.0121258
19	;0.0512118	;0.37393	;10.3646	;0.0121258
20	;0.0512118	;0.37393	;10.3646	;0.0121258
21	;0.0512118	;0.37393	;10.3646	;0.0121258
22	;0.0512118	;0.37393	;10.3646	;0.0121258
23	;0.0512118	;0.37393	;10.3646	;0.0121258
24	;0.0512118	;0.37393	;10.3646	;0.0121258
25	;0.0512118	;0.37393	;10.3646	;0.0121258
26	;0.0512118	;0.37393	;10.3646	;0.0121258
27	;0.0512118	;0.37393	;10.3646	;0.0121258
28	;0.0512118	;0.37393	;10.3646	;0.0121258
29	;0.0512118	;0.37393	;10.3646	;0.0121258
30	;0.0512118	;0.37393	;10.3646	;0.0121258
31	;0.0513646	;0.369118	;10.1251	;0.0118081
32	;0.0513646	;0.369118	;10.1251	;0.0118081
33	;0.0513646	;0.369118	;10.1251	;0.0118081
34	;0.0513646	;0.369118	;10.1251	;0.0118081
35	;0.0513646	;0.369118	;10.1251	;0.0118081
36	;0.0513646	;0.369118	;10.1251	;0.0118081
37	;0.0513646	;0.369118	;10.1251	;0.0118081
38	;0.0513646	;0.369118	;10.1251	;0.0118081
39	;0.0513646	;0.369118	;10.1251	;0.0118081
40	;0.0513646	;0.369118	;10.1251	;0.0118081
41	;0.0513646	;0.369118	;10.1251	;0.0118081
42	;0.0513646	;0.369118	;10.1251	;0.0118081
43	;0.0513646	;0.369118	;10.1251	;0.0118081
44	;0.0513646	;0.369118	;10.1251	;0.0118081
45	;0.0513646	;0.369118	;10.1251	;0.0118081
46	;0.0513646	;0.369118	;10.1251	;0.0118081
47	;0.0513646	;0.369118	;10.1251	;0.0118081
48	;0.0513646	;0.369118	;10.1251	;0.0118081
49	;0.0513646	;0.369118	;10.1251	;0.0118081
50	;0.0513646	;0.369118	;10.1251	;0.0118081
51	;0.0513646	;0.369118	;10.1251	;0.0118081
52	;0.0513646	;0.369118	;10.1251	;0.0118081
53	;0.0513646	;0.369118	;10.1251	;0.0118081
54	;0.0513646	;0.369118	;10.1251	;0.0118081
55	;0.0513646	;0.369118	;10.1251	;0.0118081
56	;0.0513646	;0.369118	;10.1251	;0.0118081
57	;0.0513646	;0.369118	;10.1251	;0.0118081
58	;0.0513646	;0.369118	;10.1251	;0.0118081
59	;0.0513646	;0.369118	;10.1251	;0.0118081
60	;0.0513646	;0.369118	;10.1251	;0.0118081
61	;0.0513646	;0.369118	;10.1251	;0.0118081
62	;0.0513646	;0.369118	;10.1251	;0.0118081
63	;0.0513646	;0.369118	;10.1251	;0.0118081
64	;0.0513646	;0.369118	;10.1251	;0.0118081
65	;0.0507908	;0.366562	;10.0117	;0.0113586
66	;0.0507908	;0.366562	;10.0117	;0.0113586
67	;0.0507908	;0.366562	;10.0117	;0.0113586
68	;0.0507908	;0.366562	;10.0117	;0.0113586
69	;0.0507908	;0.366562	;10.0117	;0.0113586
70	;0.0507908	;0.366562	;10.0117	;0.0113586
71	;0.0507908	;0.366562	;10.0117	;0.0113586
72	;0.0507908	;0.366562	;10.0117	;0.0113586
73	;0.0507908	;0.366562	;10.0117	;0.0113586
74	;0.0507908	;0.366562	;10.0117	;0.0113586
75	;0.0507908	;0.366562	;10.0117	;0.0113586
76	;0.0507908	;0.366562	;10.0117	;0.0113586
77	;0.0507908	;0.366562	;10.0117	;0.0113586
78	;0.0507908	;0.366562	;10.0117	;0.0113586
79	;0.0507908	;0.366562	;10.0117	;0.0113586
80	;0.0507908	;0.366562	;10.0117	;0.0113586
81	;0.0507908	;0.366562	;10.0117	;0.0113586
82	;0.0507908	;0.366562	;10.0117	;0.0113586
83	;0.0507908	;0.366562	;10.0117	;0.0113586
84	;0.0507908	;0.366562	;10.0117	;0.0113586
85	;0.0507908	;0.366562	;10.0117	;0.0113586
86	;0.0507908	;0.366562	;10.0117	;0.0113586
87	;0.0507908	;0.366562	;10.0117	;0.0113586
88	;0.0507908	;0.366562	;10.0117	;0.0113586
89	;0.0507908	;0.366562	;10.0117	;0.0113586
90	;0.0507908	;0.366562	;10.0117	;0.0113586
91	;0.0507908	;0.366562	;10.0117	;0.0113586
92	;0.0507908	;0.366562	;10.0117	;0.0113586
93	;0.0507908	;0.366562	;10.0117	;0.0113586
94	;0.0507908	;0.366562	;10.0117	;0.0113586
95	;0.0507908	;0.366562	;10.0117	;0.0113586
96	;0.0507908	;0.366562	;10.0117	;0.0113586
97	;0.0507908	;0.366562	;10.0117	;0.0113586
98	;0.0507908	;0.366562	;10.0117	;0.0113586
99	;0.0507908	;0.366562	;10.0117	;0.0113586
100	;0.0507908	;0.366562	;10.0117	;0.0113586
101	;0.0507908	;0.366562	;10.0117	;0.0113586
102	;0.0507908	;0.366562	;10.0117	;0.0113586
103	;0.0507908	;0.366562	;10.0117	;0.0113586
104	;0.0507908	;0.366562	;10.0117	;0.0113586
105	;0.0507908	;0.366562	;10.0117	;0.0113586
106	;0.0507908	;0.366562	;10.0117	;0.0113586
107	;0.0507908	;0.366562	;10.0117	;0.0113586
108	;0.0507908	;0.366562	;10.0117	;0.0113586
109	;0.0507908	;0.366562	;10.0117	;0.0113586
110	;0.0507908	;0.366562	;10.0117	;0.0113586
111	;0.0507908	;0.366562	;10.0117	;0.0113586
112	;0.0507908	;0.366562	;10.0117	;0.0113586
113	;0.0507908	;0.366562	;10.0117	;0.0113586
114	;0.0507908	;0.366562	;10.0117	;0.0113586
115	;0.0507908	;0.366562	;10.0117	;0.0113586
116	;0.0507908	;0.366562	;10.0117	;0.0113586
117	;0.0507908	;0.366562	;10.0117	;0.0113586
118	;0.0507908	;0.366562	;10.0117	;0.0113586
119	;0.0507908	;0.366562	;10.0117	;0.0113586
120	;0.0507908	;0.366562	;10.0117	;0.0113586
121	;0.0507908	;0.366562	;10.0117	;0.0113586
122	;0.0507908	;0.366562	;10.0117	;0.0113586
123	;0.0507908	;0.366562	;10.0117	;0.0113586
124	;0.0507908	;0.366562	;10.0117	;0.0113586
125	;0.0507908	;0.366562	;10.0117	;0.0113586
126	;0.0507908	;0.366562	;10.0117	;0.0113586
127	;0.0507908	;0.366562	;10.0117	;0.0113586
128	;0.0507908	;0.366562	;10.0117	;0.0113586
129	;0.0507908	;0.366562	;10.0117	;0.0113586
130	;0.0507908	;0.366562	;10.0117	;0.0113586
131	;0.0507908	;0.366562	;10.0117	;0.0113586
132	;0.0507908	;0.366562	;10.0117	;0.0113586
133	;0.0507908	;0.366562	;10.0117	;0.0113586
134	;0.0507908	;0.366562	;10.0117	;0.0113586
135	;0.0507908	;0.366562	;10.0117	;0.0113586
136	;0.0507908	;0.366562	;10.0117	;0.0113586
137	;0.0507908	;0.366562	;10.0117	;0.0113586
138	;0.0507908	;0.366562	;10.0117	;0.0113586
139	;0.0507908	;0.366562	;10.0117	;0.0113586
140	;0.0507908	;0.366562	;10.0117	;0.0113586
141	;0.0507908	;0.366562	;10.0117	;0.0113586
142	;0.0507908	;0.366562	;10.0117	;0.0113586
143	;0.0507908	;0.366562	;10.0117	;0.0113586
144	;0.0507908	;0.366562	;10.0117	;0.0113586
145	;0.0506632	;0.361322	;10.1011	;0.0112228
146	;0.0506632	;0.361322	;10.1011	;0.0112228
147	;0.0506632	;0.361322	;10.1011	;0.0112228
148	;0.0506632	;0.361322	;10.1011	;0.0112228
149	;0.0506632	;0.361322	;10.1011	;0.0112228
150	;0.0506632	;0.361322	;10.1011	;0.0112228

1	;0.0599676	;0.569007	;11.0776	;0.0267595
2	;0.0599676	;0.569007	;11.0776	;0.0267595
3	;0.05755	;0.432908	;10.0888	;0.0173328
4	;0.0571617	;0.422528	;10.4601	;0.0172023
5	;0.0559756	;0.42644	;10.42	;0.016595
6	;0.0523482	;0.372637	;10.5684	;0.0128342
7	;0.0523482	;0.372637	;10.5684	;0.0128342
8	;0.0523482	;0.372637	;10.5684	;0.0128342
9	;0.0523482	;0.372637	;10.5684	;0.0128342
10	;0.0523482	;0.372637	;10.5684	;0.0128342
11	;0.0523482	;0.372637	;10.5684	;0.0128342
12	;0.0523482	;0.372637	;10.5684	;0.0128342
13	;0.0523482	;0.372637	;10.5684	;0.0128342
14	;0.0519716	;0.371171	;10.3311	;0.0123626
15	;0.0519716	;0.371171	;10.3311	;0.0123626
16	;0.0519716	;0.371171	;10.3311	;0.0123626
17	;0.050882	;0.365177	;10.3322	;0.0116593
18	;0.050882	;0.365177	;10.3322	;0.0116593
19	;0.050882	;0.365177	;10.3322	;0.0116593
20	;0.050882	;0.365177	;10.3322	;0.0116593
21	;0.050882	;0.365177	;10.3322	;0.0116593
22	;0.050882	;0.365177	;10.3322	;0.0116593
23	;0.050882	;0.365177	;10.3322	;0.0116593
24	;0.050882	;0.365177	;10.3322	;0.0116593
25	;0.050882	;0.365177	;10.3322	;0.0116593
26	;0.050882	;0.365177	;10.3322	;0.0116593
27	;0.050882	;0.365177	;10.3322	;0.0116593
28	;0.050882	;0.365177	;10.3322	;0.0116593
29	;0.050882	;0.365177	;10.3322	;0.0116593
30	;0.050882	;0.365177	;10.3322	;0.0116593
31	;0.050882	;0.365177	;10.3322	;0.0116593
32	;0.050882	;0.365177	;10.3322	;0.0116593
33	;0.050882	;0.365177	;10.3322	;0.0116593
34	;0.050882	;0.365177	;10.3322	;0.0116593
35	;0.050882	;0.365177	;10.3322	;0.0116593
36	;0.050882	;0.365177	;10.3322	;0.0116593
37	;0.050882	;0.365177	;10.3322	;0.0116593
38	;0.050882	;0.365177	;10.3322	;0.0116593
39	;0.050882	;0.365177	;10.3322	;0.0116593
40	;0.050882	;0.365177	;10.3322	;0.0116593
41	;0.050882	;0.365177	;10.3322	;0.0116593
42	;0.050882	;0.365177	;10.3322	;0.0116593
43	;0.050882	;0.365177	;10.3322	;0.0116593
44	;0.050882	;0.365177	;10.3322	;0.0116593
45	;0.050882	;0.365177	;10.3322	;0.0116593
46	;0.050882	;0.365177	;10.3322	;0.0116593
47	;0.050882	;0.365177	;10.3322	;0.0116593
48	;0.050882	;0.365177	;10.3322	;0.0116593
49	;0.050882	;0.365177	;10.3322	;0.0116593
50	;0.050882	;0.365177	;10.3322	;0.0116593
51	;0.050882	;0.365177	;10.3322	;0.0116593
52	;0.050882	;0.365177	;10.3322	;0.0116593
53	;0.050882	;0.365177	;10.3322	;0.0116593
54	;0.050882	;0.365177	;10.3322	;0.0116593
55	;0.050882	;0.365177	;10.3322	;0.0116593
56	;0.050882	;0.365177	;10.3322	;0.0116593
57	;0.050882	;0.365177	;10.3322	;0.0116593
58	;0.050882	;0.365177	;10.3322	;0.0116593
59	;0.050882	;0.365177	;10.3322	;0.0116593
