1	;0.840113	;1.53149	;4.0505	;1.18433	;4.77859
109	;0.178197	;3.97552	;9.6776	;0.179461	;1.64141
110	;0.178197	;3.97552	;9.6776	;0.179461	;1.64141
111	;0.178197	;3.97552	;9.6776	;0.179461	;1.64141
112	;0.178197	;3.97552	;9.6776	;0.179461	;1.64141
113	;0.178197	;3.97552	;9.6776	;0.179461	;1.64141
114	;0.178197	;3.97552	;9.6776	;0.179461	;1.64141
115	;0.178197	;3.97552	;9.6776	;0.179461	;1.64141
116	;0.178197	;3.97552	;9.6776	;0.179461	;1.64141
117	;0.178479	;3.972	;9.70508	;0.178923	;1.64118
118	;0.178479	;3.972	;9.70508	;0.178923	;1.64118
119	;0.178479	;3.972	;9.70508	;0.178923	;1.64118
120	;0.178479	;3.972	;9.70508	;0.178923	;1.64118
121	;0.178479	;3.972	;9.70508	;0.178923	;1.64118
122	;0.178479	;3.972	;9.70508	;0.178923	;1.64118
123	;0.178162	;3.96052	;9.6934	;0.17893	;1.63757
124	;0.178162	;3.96052	;9.6934	;0.17893	;1.63757
125	;0.178162	;3.96052	;9.6934	;0.17893	;1.63757
126	;0.178162	;3.96052	;9.6934	;0.17893	;1.63757
127	;0.178162	;3.96052	;9.6934	;0.17893	;1.63757
128	;0.178162	;3.96052	;9.6934	;0.17893	;1.63757
129	;0.178162	;3.96052	;9.6934	;0.17893	;1.63757
130	;0.178162	;3.96052	;9.6934	;0.17893	;1.63757
131	;0.178162	;3.96052	;9.6934	;0.17893	;1.63757
132	;0.178162	;3.96052	;9.6934	;0.17893	;1.63757
133	;0.178162	;3.96052	;9.6934	;0.17893	;1.63757
134	;0.178162	;3.96052	;9.6934	;0.17893	;1.63757
135	;0.178162	;3.96052	;9.6934	;0.17893	;1.63757
136	;0.178162	;3.96052	;9.6934	;0.17893	;1.63757
137	;0.178162	;3.96052	;9.6934	;0.17893	;1.63757
138	;0.178162	;3.96052	;9.6934	;0.17893	;1.63757
139	;0.178162	;3.96052	;9.6934	;0.17893	;1.63757
140	;0.178602	;3.95533	;9.69826	;0.178717	;1.63661
141	;0.178602	;3.95533	;9.69826	;0.178717	;1.63661
142	;0.178602	;3.95533	;9.69826	;0.178717	;1.63661
143	;0.178602	;3.95533	;9.69826	;0.178717	;1.63661
144	;0.178602	;3.95533	;9.69826	;0.178717	;1.63661
145	;0.178602	;3.95533	;9.69826	;0.178717	;1.63661
146	;0.178602	;3.95533	;9.69826	;0.178717	;1.63661
147	;0.178602	;3.95533	;9.69826	;0.178717	;1.63661
148	;0.178602	;3.95533	;9.69826	;0.178717	;1.63661
149	;0.178602	;3.95533	;9.69826	;0.178717	;1.63661
150	;0.178602	;3.95533	;9.69826	;0.178717	;1.63661

1	;0.342019	;5.21059	;8.59009	;0.354982	;3.4916
2	;0.262197	;5.18549	;7.24506	;0.33241	;2.61674
3	;0.262197	;5.18549	;7.24506	;0.33241	;2.61674
4	;0.262197	;5.18549	;7.24506	;0.33241	;2.61674
5	;0.19142	;5.57141	;8.08343	;0.260647	;2.20936
6	;0.19142	;5.57141	;8.08343	;0.260647	;2.20936
7	;0.202004	;5.03573	;8.50051	;0.24033	;2.09793
8	;0.155247	;5.22262	;9.57821	;0.196481	;1.87947
9	;0.181249	;4.93309	;9.71068	;0.189264	;1.8531
10	;0.183743	;4.1987	;9.82033	;0.184077	;1.73931
11	;0.183743	;4.1987	;9.82033	;0.184077	;1.73931
12	;0.183743	;4.1987	;9.82033	;0.184077	;1.73931
13	;0.181013	;4.18736	;9.83913	;0.182033	;1.71872
14	;0.178881	;4.15341	;9.83846	;0.18182	;1.70911
15	;0.174568	;4.17793	;9.77809	;0.178837	;1.66994
16	;0.174568	;4.17793	;9.77809	;0.178837	;1.66994
17	;0.174568	;4.17793	;9.77809	;0.178837	;1.66994
18	;0.174381	;4.19942	;9.72365	;0.178842	;1.66369
19	;0.174381	;4.19942	;9.72365	;0.178842	;1.66369
20	;0.173858	;4.19987	;9.71562	;0.178785	;1.66115
21	;0.173534	;4.19228	;9.70834	;0.178652	;1.65748
22	;0.173963	;4.18616	;9.72922	;0.17797	;1.65491
23	;0.173963	;4.18616	;9.72922	;0.17797	;1.65491
24	;0.173963	;4.18616	;9.72922	;0.17797	;1.65491
25	;0.175606	;4.09266	;9.79092	;0.177043	;1.64825
26	;0.176182	;4.05386	;9.78479	;0.1769	;1.64245
27	;0.176182	;4.05386	;9.78479	;0.1769	;1.64245
28	;0.176182	;4.05386	;9.78479	;0.1769	;1.64245
29	;0.175861	;4.01513	;9.78171	;0.177162	;1.63913
30	;0.176165	;4.03874	;9.75126	;0.177015	;1.63646
31	;0.175697	;4.03984	;9.75374	;0.176965	;1.63582
32	;0.175374	;4.0378	;9.74877	;0.177013	;1.63472
33	;0.175374	;4.0378	;9.74877	;0.177013	;1.63472
34	;0.175252	;4.02062	;9.78819	;0.175548	;1.62614
35	;0.174708	;4.05167	;9.79995	;0.175004	;1.62606
36	;0.174708	;4.05167	;9.79995	;0.175004	;1.62606
37	;0.174708	;4.05167	;9.79995	;0.175004	;1.62606
38	;0.174708	;4.05167	;9.79995	;0.175004	;1.62606
39	;0.174708	;4.05167	;9.79995	;0.175004	;1.62606
40	;0.174708	;4.05167	;9.79995	;0.175004	;1.62606
41	;0.174708	;4.05167	;9.79995	;0.175004	;1.62606
42	;0.174708	;4.05167	;9.79995	;0.175004	;1.62606
43	;0.174441	;4.03195	;9.80323	;0.174921	;1.62314
44	;0.174441	;4.03195	;9.80323	;0.174921	;1.62314
45	;0.174441	;4.03195	;9.80323	;0.174921	;1.62314
46	;0.174441	;4.03195	;9.80323	;0.174921	;1.62314
47	;0.174441	;4.03195	;9.80323	;0.174921	;1.62314
48	;0.174441	;4.03195	;9.80323	;0.174921	;1.62314
49	;0.174441	;4.03195	;9.80323	;0.174921	;1.62314
50	;0.174441	;4.03195	;9.80323	;0.174921	;1.62314
51	;0.174441	;4.03195	;9.80323	;0.174921	;1.62314
52	;0.174441	;4.03195	;9.80323	;0.174921	;1.62314
53	;0.174441	;4.03195	;9.80323	;0.174921	;1.62314
54	;0.174441	;4.03195	;9.80323	;0.174921	;1.62314
55	;0.174441	;4.03195	;9.80323	;0.174921	;1.62314
56	;0.174441	;4.03195	;9.80323	;0.174921	;1.62314
57	;0.174441	;4.03195	;9.80323	;0.174921	;1.62314
58	;0.174441	;4.03195	;9.80323	;0.174921	;1.62314
59	;0.174441	;4.03195	;9.80323	;0.174921	;1.62314
60	;0.174441	;4.03195	;9.80323	;0.174921	;1.62314
61	;0.17443	;4.02753	;9.79781	;0.175058	;1.62296
62	;0.17443	;4.02753	;9.79781	;0.175058	;1.62296
63	;0.17443	;4.02753	;9.79781	;0.175058	;1.62296
64	;0.17443	;4.02753	;9.79781	;0.175058	;1.62296
65	;0.17443	;4.02753	;9.79781	;0.175058	;1.62296
66	;0.17443	;4.02753	;9.79781	;0.175058	;1.62296
67	;0.17443	;4.02753	;9.79781	;0.175058	;1.62296
68	;0.17443	;4.02753	;9.79781	;0.175058	;1.62296
69	;0.17443	;4.02753	;9.79781	;0.175058	;1.62296
70	;0.17443	;4.02753	;9.79781	;0.175058	;1.62296
71	;0.17443	;4.02753	;9.79781	;0.175058	;1.62296
72	;0.17443	;4.02753	;9.79781	;0.175058	;1.62296
73	;0.17443	;4.02753	;9.79781	;0.175058	;1.62296
74	;0.17443	;4.02753	;9.79781	;0.175058	;1.62296
75	;0.17443	;4.02753	;9.79781	;0.175058	;1.62296
76	;0.17443	;4.02753	;9.79781	;0.175058	;1.62296
77	;0.17443	;4.02753	;9.79781	;0.175058	;1.62296
78	;0.17443	;4.02753	;9.79781	;0.175058	;1.62296
79	;0.17443	;4.02753	;9.79781	;0.175058	;1.62296
80	;0.17443	;4.02753	;9.79781	;0.175058	;1.62296
81	;0.17443	;4.02753	;9.79781	;0.175058	;1.62296
82	;0.17443	;4.02753	;9.79781	;0.175058	;1.62296
83	;0.17443	;4.02753	;9.79781	;0.175058	;1.62296
84	;0.17443	;4.02753	;9.79781	;0.175058	;1.62296
85	;0.17443	;4.02753	;9.79781	;0.175058	;1.62296
86	;0.174183	;4.03203	;9.81484	;0.174509	;1.62101
87	;0.174183	;4.03203	;9.81484	;0.174509	;1.62101
88	;0.174183	;4.03203	;9.81484	;0.174509	;1.62101
89	;0.174183	;4.03203	;9.81484	;0.174509	;1.62101
90	;0.174061	;4.0319	;9.81753	;0.174303	;1.61946
91	;0.174061	;4.0319	;9.81753	;0.174303	;1.61946
92	;0.174355	;4.02388	;9.81571	;0.174386	;1.61942
93	;0.174355	;4.02388	;9.81571	;0.174386	;1.61942
94	;0.174355	;4.02388	;9.81571	;0.174386	;1.61942
95	;0.174355	;4.02388	;9.81571	;0.174386	;1.61942
96	;0.174355	;4.02388	;9.81571	;0.174386	;1.61942
97	;0.174355	;4.02388	;9.81571	;0.174386	;1.61942
98	;0.174355	;4.02388	;9.81571	;0.174386	;1.61942
99	;0.174355	;4.02388	;9.81571	;0.174386	;1.61942
100	;0.174355	;4.02388	;9.81571	;0.174386	;1.61942
101	;0.174355	;4.02388	;9.81571	;0.174386	;1.61942
102	;0.174355	;4.02388	;9.81571	;0.174386	;1.61942
103	;0.174355	;4.02388	;9.81571	;0.174386	;1.61942
104	;0.174355	;4.02388	;9.81571	;0.174386	;1.61942
105	;0.174355	;4.02388	;9.81571	;0.174386	;1.61942
106	;0.174355	;4.02388	;9.81571	;0.174386	;1.61942
107	;0.174355	;4.02388	;9.81571	;0.174386	;1.61942
108	;0.174355	;4.02388	;9.81571	;0.174386	;1.61942
109	;0.174355	;4.02388	;9.81571	;0.174386	;1.61942
110	;0.174355	;4.02388	;9.81571	;0.174386	;1.61942
111	;0.174355	;4.02388	;9.81571	;0.174386	;1.61942
112	;0.174355	;4.02388	;9.81571	;0.174386	;1.61942
113	;0.174146	;4.02303	;9.8188	;0.174336	;1.61903
114	;0.174146	;4.02303	;9.8188	;0.174336	;1.61903
115	;0.174146	;4.02303	;9.8188	;0.174336	;1.61903
116	;0.174146	;4.02303	;9.8188	;0.174336	;1.61903
117	;0.174146	;4.02303	;9.8188	;0.174336	;1.61903
118	;0.174146	;4.02303	;9.8188	;0.174336	;1.61903
119	;0.174146	;4.02303	;9.8188	;0.174336	;1.61903
120	;0.169761	;4.0917	;9.99666	;0.170746	;1.61593
121	;0.169761	;4.0917	;9.99666	;0.170746	;1.61593
122	;0.169761	;4.0917	;9.99666	;0.170746	;1.61593
123	;0.169761	;4.0917	;9.99666	;0.170746	;1.61593
124	;0.169848	;4.09514	;9.98493	;0.170583	;1.61329
125	;0.169795	;4.09524	;9.97521	;0.170291	;1.60924
126	;0.169795	;4.09524	;9.97521	;0.170291	;1.60924
127	;0.169807	;4.09247	;9.97596	;0.170277	;1.60894
128	;0.169807	;4.09247	;9.97596	;0.170277	;1.60894
129	;0.169807	;4.09247	;9.97596	;0.170277	;1.60894
130	;0.169807	;4.09247	;9.97596	;0.170277	;1.60894
131	;0.169807	;4.09247	;9.97596	;0.170277	;1.60894
132	;0.169807	;4.09247	;9.97596	;0.170277	;1.60894
133	;0.169837	;4.09225	;9.97174	;0.170267	;1.60825
134	;0.169837	;4.09225	;9.97174	;0.170267	;1.60825
135	;0.169837	;4.09225	;9.97174	;0.170267	;1.60825
136	;0.169837	;4.09225	;9.97174	;0.170267	;1.60825
137	;0.169847	;4.09258	;9.97313	;0.17009	;1.60697
138	;0.169847	;4.09258	;9.97313	;0.17009	;1.60697
139	;0.169847	;4.09258	;9.97313	;0.17009	;1.60697
140	;0.169847	;4.09258	;9.97313	;0.17009	;1.60697
141	;0.169847	;4.09258	;9.97313	;0.17009	;1.60697
142	;0.169847	;4.09258	;9.97313	;0.17009	;1.60697
143	;0.169847	;4.09258	;9.97313	;0.17009	;1.60697
144	;0.169847	;4.09258	;9.97313	;0.17009	;1.60697
145	;0.168448	;4.17202	;9.96936	;0.169168	;1.60521
146	;0.168448	;4.17202	;9.96936	;0.169168	;1.60521
147	;0.168448	;4.17202	;9.96936	;0.169168	;1.60521
148	;0.168061	;4.15375	;9.95778	;0.169519	;1.6039
149	;0.168061	;4.15375	;9.95778	;0.169519	;1.6039
150	;0.168061	;4.15375	;9.95778	;0.169519	;1.6039

1	;0.442568	;4.06386	;6.56104	;0.66143	;4.65072
2	;0.327656	;5.09367	;6.316	;0.574142	;3.9352
3	;0.292656	;3.81044	;7.03188	;0.39209	;2.723
4	;0.244698	;4.54675	;7.44894	;0.35811	;2.68096
5	;0.234046	;4.15981	;7.84638	;0.317828	;2.43048
6	;0.220024	;4.13262	;7.79791	;0.282342	;2.14167
7	;0.220024	;4.13262	;7.79791	;0.282342	;2.14167
8	;0.220024	;4.13262	;7.79791	;0.282342	;2.14167
9	;0.227429	;4.11862	;7.9886	;0.270105	;2.11623
10	;0.218813	;3.6197	;9.11872	;0.232337	;1.98737
11	;0.217564	;4.07255	;9.06658	;0.219857	;1.94611
12	;0.196803	;3.83209	;9.28508	;0.218549	;1.90486
13	;0.196655	;3.93439	;9.19413	;0.199497	;1.75068
14	;0.196655	;3.93439	;9.19413	;0.199497	;1.75068
15	;0.196655	;3.93439	;9.19413	;0.199497	;1.75068
16	;0.197772	;3.87003	;9.1977	;0.198758	;1.7389
17	;0.197772	;3.87003	;9.1977	;0.198758	;1.7389
18	;0.177162	;4.37691	;9.60527	;0.184043	;1.71468
19	;0.177162	;4.37691	;9.60527	;0.184043	;1.71468
20	;0.177162	;4.37691	;9.60527	;0.184043	;1.71468
21	;0.166416	;4.39478	;9.72587	;0.180377	;1.68699
22	;0.166416	;4.39478	;9.72587	;0.180377	;1.68699
23	;0.165913	;4.39862	;9.77455	;0.178461	;1.67781
24	;0.164712	;4.39784	;9.79443	;0.176599	;1.66279
25	;0.165322	;4.39625	;9.77553	;0.176752	;1.66195
26	;0.164632	;4.3865	;9.77207	;0.176045	;1.6531
27	;0.164632	;4.3865	;9.77207	;0.176045	;1.6531
28	;0.164632	;4.3865	;9.77207	;0.176045	;1.6531
29	;0.164632	;4.3865	;9.77207	;0.176045	;1.6531
30	;0.164649	;4.38849	;9.77239	;0.175946	;1.65254
31	;0.164649	;4.38849	;9.77239	;0.175946	;1.65254
32	;0.164649	;4.38849	;9.77239	;0.175946	;1.65254
33	;0.167232	;4.2863	;9.74301	;0.177046	;1.64996
34	;0.167232	;4.2863	;9.74301	;0.177046	;1.64996
35	;0.167232	;4.2863	;9.74301	;0.177046	;1.64996
36	;0.167232	;4.2863	;9.74301	;0.177046	;1.64996
37	;0.167232	;4.2863	;9.74301	;0.177046	;1.64996
38	;0.167232	;4.2863	;9.74301	;0.177046	;1.64996
39	;0.167232	;4.2863	;9.74301	;0.177046	;1.64996
40	;0.167232	;4.2863	;9.74301	;0.177046	;1.64996
41	;0.167232	;4.2863	;9.74301	;0.177046	;1.64996
42	;0.167217	;4.28578	;9.743	;0.177035	;1.64978
43	;0.167217	;4.28578	;9.743	;0.177035	;1.64978
44	;0.167217	;4.28578	;9.743	;0.177035	;1.64978
45	;0.167217	;4.28578	;9.743	;0.177035	;1.64978
46	;0.167217	;4.28578	;9.743	;0.177035	;1.64978
47	;0.167247	;4.28174	;9.749	;0.176813	;1.64841
48	;0.167247	;4.28174	;9.749	;0.176813	;1.64841
49	;0.167247	;4.28174	;9.749	;0.176813	;1.64841
50	;0.167247	;4.28174	;9.749	;0.176813	;1.64841
51	;0.167247	;4.28174	;9.749	;0.176813	;1.64841
52	;0.167174	;4.28196	;9.74894	;0.176822	;1.64839
53	;0.167174	;4.28196	;9.74894	;0.176822	;1.64839
54	;0.167238	;4.28107	;9.74904	;0.176814	;1.64833
55	;0.167233	;4.281	;9.74961	;0.176779	;1.6481
56	;0.168146	;4.25866	;9.84995	;0.174727	;1.64482
57	;0.168146	;4.25866	;9.84995	;0.174727	;1.64482
58	;0.171317	;4.25701	;9.81482	;0.174737	;1.6444
59	;0.171317	;4.25701	;9.81482	;0.174737	;1.6444
60	;0.171317	;4.25701	;9.81482	;0.174737	;1.6444
61	;0.170227	;4.24494	;9.82057	;0.174365	;1.63894
62	;0.169202	;4.24908	;9.81494	;0.174524	;1.63829
63	;0.168486	;4.25116	;9.81927	;0.174503	;1.63787
64	;0.16861	;4.25266	;9.82019	;0.174312	;1.63673
65	;0.16861	;4.25266	;9.82019	;0.174312	;1.63673
66	;0.16861	;4.25266	;9.82019	;0.174312	;1.63673
67	;0.16861	;4.25266	;9.82019	;0.174312	;1.63673
68	;0.16861	;4.25266	;9.82019	;0.174312	;1.63673
69	;0.16861	;4.25266	;9.82019	;0.174312	;1.63673
70	;0.168482	;4.25275	;9.82052	;0.174216	;1.63577
71	;0.168482	;4.25275	;9.82052	;0.174216	;1.63577
72	;0.168482	;4.25275	;9.82052	;0.174216	;1.63577
73	;0.168482	;4.25275	;9.82052	;0.174216	;1.63577
74	;0.168482	;4.25275	;9.82052	;0.174216	;1.63577
75	;0.168482	;4.25275	;9.82052	;0.174216	;1.63577
76	;0.168482	;4.25275	;9.82052	;0.174216	;1.63577
77	;0.168387	;4.25281	;9.82062	;0.174229	;1.63574
78	;0.168387	;4.25281	;9.82062	;0.174229	;1.63574
79	;0.168387	;4.25281	;9.82062	;0.174229	;1.63574
80	;0.168387	;4.25281	;9.82062	;0.174229	;1.63574
81	;0.168387	;4.25281	;9.82062	;0.174229	;1.63574
82	;0.168387	;4.25281	;9.82062	;0.174229	;1.63574
83	;0.168387	;4.25281	;9.82062	;0.174229	;1.63574
84	;0.168387	;4.25281	;9.82062	;0.174229	;1.63574
85	;0.168387	;4.25281	;9.82062	;0.174229	;1.63574
86	;0.168387	;4.25281	;9.82062	;0.174229	;1.63574
87	;0.168261	;4.2525	;9.82149	;0.174224	;1.6356
88	;0.168261	;4.2525	;9.82149	;0.174224	;1.6356
89	;0.168261	;4.2525	;9.82149	;0.174224	;1.6356
90	;0.168261	;4.2525	;9.82149	;0.174224	;1.6356
91	;0.168261	;4.2525	;9.82149	;0.174224	;1.6356
92	;0.168261	;4.2525	;9.82149	;0.174224	;1.6356
93	;0.168261	;4.2525	;9.82149	;0.174224	;1.6356
94	;0.168261	;4.2525	;9.82149	;0.174224	;1.6356
95	;0.168261	;4.2525	;9.82149	;0.174224	;1.6356
96	;0.168261	;4.2525	;9.82149	;0.174224	;1.6356
97	;0.168261	;4.2525	;9.82149	;0.174224	;1.6356
98	;0.168261	;4.2525	;9.82149	;0.174224	;1.6356
99	;0.17145	;4.23286	;9.85617	;0.173252	;1.63533
100	;0.17145	;4.23286	;9.85617	;0.173252	;1.63533
101	;0.17145	;4.23286	;9.85617	;0.173252	;1.63533
102	;0.16836	;4.2267	;9.92485	;0.171597	;1.62576
103	;0.16836	;4.2267	;9.92485	;0.171597	;1.62576
104	;0.16873	;4.23284	;9.90388	;0.17128	;1.62112
105	;0.16873	;4.23284	;9.90388	;0.17128	;1.62112
106	;0.16873	;4.23284	;9.90388	;0.17128	;1.62112
107	;0.16873	;4.23284	;9.90388	;0.17128	;1.62112
108	;0.16873	;4.23284	;9.90388	;0.17128	;1.62112
109	;0.16873	;4.23284	;9.90388	;0.17128	;1.62112
110	;0.16873	;4.23284	;9.90388	;0.17128	;1.62112
111	;0.16873	;4.23284	;9.90388	;0.17128	;1.62112
112	;0.16873	;4.23284	;9.90388	;0.17128	;1.62112
113	;0.16873	;4.23284	;9.90388	;0.17128	;1.62112
114	;0.16873	;4.23284	;9.90388	;0.17128	;1.62112
115	;0.16873	;4.23284	;9.90388	;0.17128	;1.62112
116	;0.16873	;4.23284	;9.90388	;0.17128	;1.62112
117	;0.16873	;4.23284	;9.90388	;0.17128	;1.62112
118	;0.16873	;4.23284	;9.90388	;0.17128	;1.62112
119	;0.16873	;4.23284	;9.90388	;0.17128	;1.62112
120	;0.16873	;4.23284	;9.90388	;0.17128	;1.62112
121	;0.169124	;4.19808	;9.98242	;0.170143	;1.61965
122	;0.169165	;4.16765	;9.99993	;0.169484	;1.61311
123	;0.169165	;4.16765	;9.99993	;0.169484	;1.61311
124	;0.169165	;4.16765	;9.99993	;0.169484	;1.61311
125	;0.169165	;4.16765	;9.99993	;0.169484	;1.61311
126	;0.169165	;4.16765	;9.99993	;0.169484	;1.61311
127	;0.169165	;4.16765	;9.99993	;0.169484	;1.61311
128	;0.169165	;4.16765	;9.99993	;0.169484	;1.61311
129	;0.169165	;4.16765	;9.99993	;0.169484	;1.61311
130	;0.168757	;4.12387	;9.98088	;0.170125	;1.61029
131	;0.168757	;4.12387	;9.98088	;0.170125	;1.61029
132	;0.168757	;4.12387	;9.98088	;0.170125	;1.61029
133	;0.168757	;4.12387	;9.98088	;0.170125	;1.61029
134	;0.168757	;4.12387	;9.98088	;0.170125	;1.61029
135	;0.168757	;4.12387	;9.98088	;0.170125	;1.61029
136	;0.168757	;4.12387	;9.98088	;0.170125	;1.61029
137	;0.168612	;4.13589	;9.98686	;0.169741	;1.60897
138	;0.168612	;4.13589	;9.98686	;0.169741	;1.60897
139	;0.168524	;4.13443	;9.98589	;0.169742	;1.60853
140	;0.168503	;4.13427	;9.98545	;0.169715	;1.60818
141	;0.168503	;4.13427	;9.98545	;0.169715	;1.60818
142	;0.168555	;4.13434	;9.98632	;0.169685	;1.60814
143	;0.168555	;4.13434	;9.98632	;0.169685	;1.60814
144	;0.168555	;4.13434	;9.98632	;0.169685	;1.60814
145	;0.168555	;4.13434	;9.98632	;0.169685	;1.60814
146	;0.168555	;4.13434	;9.98632	;0.169685	;1.60814
147	;0.168593	;4.13421	;9.98602	;0.169641	;1.60775
148	;0.168593	;4.13421	;9.98602	;0.169641	;1.60775
149	;0.168542	;4.13405	;9.98616	;0.169632	;1.6076
150	;0.168542	;4.13405	;9.98616	;0.169632	;1.6076

1	;0.468108	;2.08729	;6.07769	;0.474729	;2.73834
2	;0.468108	;2.08729	;6.07769	;0.474729	;2.73834
3	;0.468108	;2.08729	;6.07769	;0.474729	;2.73834
4	;0.468108	;2.08729	;6.07769	;0.474729	;2.73834
5	;0.468108	;2.08729	;6.07769	;0.474729	;2.73834
6	;0.468108	;2.08729	;6.07769	;0.474729	;2.73834
7	;0.436459	;2.15585	;6.10579	;0.479986	;2.73159
8	;0.436459	;2.15585	;6.10579	;0.479986	;2.73159
9	;0.361092	;2.27312	;7.412	;0.40118	;2.65541
10	;0.361092	;2.27312	;7.412	;0.40118	;2.65541
11	;0.369366	;2.26882	;7.03034	;0.400089	;2.54348
12	;0.334171	;2.51666	;7.46666	;0.365332	;2.47803
13	;0.269712	;3.37901	;7.53605	;0.342061	;2.42684
14	;0.258415	;3.3725	;7.3866	;0.345005	;2.37874
15	;0.263433	;3.73662	;8.28846	;0.277271	;2.24749
16	;0.263746	;3.74525	;7.4869	;0.304489	;2.23402
17	;0.216783	;3.73669	;8.5823	;0.266162	;2.1432
18	;0.209207	;3.87572	;9.21167	;0.238782	;2.07903
19	;0.217999	;3.82956	;9.11395	;0.231313	;2.0094
20	;0.217999	;3.82956	;9.11395	;0.231313	;2.0094
21	;0.218638	;3.85329	;8.88174	;0.222278	;1.89918
22	;0.218638	;3.85329	;8.88174	;0.222278	;1.89918
23	;0.218638	;3.85329	;8.88174	;0.222278	;1.89918
24	;0.213962	;3.83806	;8.95199	;0.215577	;1.85027
25	;0.213962	;3.83806	;8.95199	;0.215577	;1.85027
26	;0.198187	;3.9167	;8.96613	;0.214084	;1.82451
27	;0.205213	;3.92568	;8.9995	;0.210709	;1.81799
28	;0.191116	;3.95033	;8.99276	;0.209596	;1.78713
29	;0.191116	;3.95033	;8.99276	;0.209596	;1.78713
30	;0.191116	;3.95033	;8.99276	;0.209596	;1.78713
31	;0.191116	;3.95033	;8.99276	;0.209596	;1.78713
32	;0.191116	;3.95033	;8.99276	;0.209596	;1.78713
33	;0.198164	;3.88263	;8.97945	;0.208551	;1.77955
34	;0.198164	;3.88263	;8.97945	;0.208551	;1.77955
35	;0.198164	;3.88263	;8.97945	;0.208551	;1.77955
36	;0.198164	;3.88263	;8.97945	;0.208551	;1.77955
37	;0.198164	;3.88263	;8.97945	;0.208551	;1.77955
38	;0.198164	;3.88263	;8.97945	;0.208551	;1.77955
39	;0.198164	;3.88263	;8.97945	;0.208551	;1.77955
40	;0.198164	;3.88263	;8.97945	;0.208551	;1.77955
41	;0.198164	;3.88263	;8.97945	;0.208551	;1.77955
42	;0.198164	;3.88263	;8.97945	;0.208551	;1.77955
43	;0.200459	;3.74279	;9.03824	;0.208307	;1.77326
44	;0.200459	;3.74279	;9.03824	;0.208307	;1.77326
45	;0.200459	;3.74279	;9.03824	;0.208307	;1.77326
46	;0.192095	;3.88136	;9.16047	;0.201875	;1.7491
47	;0.192095	;3.88136	;9.16047	;0.201875	;1.7491
48	;0.196259	;3.86312	;9.15242	;0.201112	;1.74624
49	;0.189048	;3.79062	;9.51918	;0.194473	;1.73413
50	;0.189048	;3.79062	;9.51918	;0.194473	;1.73413
51	;0.189048	;3.79062	;9.51918	;0.194473	;1.73413
52	;0.189048	;3.79062	;9.51918	;0.194473	;1.73413
53	;0.189048	;3.79062	;9.51918	;0.194473	;1.73413
54	;0.188035	;3.75107	;9.6087	;0.190377	;1.70873
55	;0.188035	;3.75107	;9.6087	;0.190377	;1.70873
56	;0.188035	;3.75107	;9.6087	;0.190377	;1.70873
57	;0.188035	;3.75107	;9.6087	;0.190377	;1.70873
58	;0.186933	;3.83054	;9.58107	;0.188315	;1.69561
59	;0.186933	;3.83054	;9.58107	;0.188315	;1.69561
60	;0.186933	;3.83054	;9.58107	;0.188315	;1.69561
61	;0.186933	;3.83054	;9.58107	;0.188315	;1.69561
62	;0.186933	;3.83054	;9.58107	;0.188315	;1.69561
63	;0.186933	;3.83054	;9.58107	;0.188315	;1.69561
64	;0.186933	;3.83054	;9.58107	;0.188315	;1.69561
65	;0.186933	;3.83054	;9.58107	;0.188315	;1.69561
66	;0.187702	;3.79547	;9.55144	;0.188041	;1.68541
67	;0.187702	;3.79547	;9.55144	;0.188041	;1.68541
68	;0.187702	;3.79547	;9.55144	;0.188041	;1.68541
69	;0.187702	;3.79547	;9.55144	;0.188041	;1.68541
70	;0.187702	;3.79547	;9.55144	;0.188041	;1.68541
71	;0.187702	;3.79547	;9.55144	;0.188041	;1.68541
72	;0.187702	;3.79547	;9.55144	;0.188041	;1.68541
73	;0.187702	;3.79547	;9.55144	;0.188041	;1.68541
74	;0.187702	;3.79547	;9.55144	;0.188041	;1.68541
75	;0.187702	;3.79547	;9.55144	;0.188041	;1.68541
76	;0.187702	;3.79547	;9.55144	;0.188041	;1.68541
77	;0.187702	;3.79547	;9.55144	;0.188041	;1.68541
78	;0.187702	;3.79547	;9.55144	;0.188041	;1.68541
79	;0.187702	;3.79547	;9.55144	;0.188041	;1.68541
80	;0.187702	;3.79547	;9.55144	;0.188041	;1.68541
81	;0.187702	;3.79547	;9.55144	;0.188041	;1.68541
82	;0.187702	;3.79547	;9.55144	;0.188041	;1.68541
83	;0.186377	;3.8124	;9.5418	;0.186881	;1.6744
84	;0.186377	;3.8124	;9.5418	;0.186881	;1.6744
85	;0.186377	;3.8124	;9.5418	;0.186881	;1.6744
86	;0.186377	;3.8124	;9.5418	;0.186881	;1.6744
87	;0.186377	;3.8124	;9.5418	;0.186881	;1.6744
88	;0.186924	;3.81126	;9.483	;0.187488	;1.67063
89	;0.186924	;3.81126	;9.483	;0.187488	;1.67063
90	;0.186924	;3.81126	;9.483	;0.187488	;1.67063
91	;0.186924	;3.81126	;9.483	;0.187488	;1.67063
92	;0.186924	;3.81126	;9.483	;0.187488	;1.67063
93	;0.186924	;3.81126	;9.483	;0.187488	;1.67063
94	;0.186924	;3.81126	;9.483	;0.187488	;1.67063
95	;0.186924	;3.81126	;9.483	;0.187488	;1.67063
